district_2020,ps_2020,gp_2020,reservation_2020,key_2020,sl_no_2015,dist_name_2015,samiti_name_2015,gp_2015,reservation_2015,name_2015,sex_2015,category_2015,dist_name_new_2015,samiti_name_new_2015,key_2015,sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2015,dist_name_new_2010,samiti_name_new_2010,key_2010,dist_05_10,nuke_05_10,gp_new_2010,dist,nuke,dist_2020,nuke_2020
Hanumangarh,Nohar,Jasana,General,HanumangarhNoharJasana,4739,ANUMANGAR,H NOHAR,JASANA,SC (Woman),SUMAN,1,SC (Woman),HANUMANGARH,NOHAR,HANUMANGARHNOHARjasana,4603,HANUMANGARH,NOHAR,JESANA,OBC,PHUSARAM,MALE,OBC,jesana,HANUMANGARH,NOHAR,NA,HANUMANGARHNOHARjesana,4367,HANUMANGARH,NOHAR,JASANA,GEN,RAMKUMAR,M,OBC,jasana,HANUMANGARH,NOHAR,HANUMANGARHNOHARjasana,1,NA,jasana,0,0,0,0
Hanumangarh,Nohar,Khuiyan,General,HanumangarhNoharKhuiyan,4741,ANUMANGAR,H NOHAR,KHUIYAN,SC (Woman),BASKARO,1,SC (Woman),HANUMANGARH,NOHAR,HANUMANGARHNOHARkhuiyan,4610,HANUMANGARH,NOHAR,KHUIYA,GEN W,SHANTI DEVI,FEMALE,GEN,khuiya,HANUMANGARH,NOHAR,NA,HANUMANGARHNOHARkhuiya,4369,HANUMANGARH,NOHAR,KHUIYAN,OBC,RAMESHWAR DAS,M,OBC,khuiyan,HANUMANGARH,NOHAR,HANUMANGARHNOHARkhuiyan,1,NA,khuiyan,0,0,0,0
Hanumangarh,Nohar,Ramsara,OBC (Woman),HanumangarhNoharRamsara,4758,ANUMANGAR,H NOHAR,RAMSARA,SC (Woman),SIMLA RANI,1,SC (Woman),HANUMANGARH,NOHAR,HANUMANGARHNOHARramsara,4637,HANUMANGARH,NOHAR,RAMSERA,GEN,SURENDRA SINGH,MALE,GEN,ramsera,HANUMANGARH,NOHAR,NA,HANUMANGARHNOHARramsera,4386,HANUMANGARH,NOHAR,RAMSARA,GENW,DEEPIKA,F,SCW,ramsara,HANUMANGARH,NOHAR,HANUMANGARHNOHARramsara,1,NA,ramsara,0,0,0,0
Hanumangarh,Pilibanga,18 Spd,General (Woman),HanumangarhPilibanga18 Spd,4767,ANUMANGAR,H PILIBANGA,18 SPD,SC (Woman),VINOD KUMARI,1,SC (Woman),HANUMANGARH,PILIBANGA,HANUMANGARHPILIBANGA18 spd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 spd,NA,NA,NA,NA,NA,NA,NA,0,0,0
Hanumangarh,Pilibanga,Dablibas Pema,General,HanumangarhPilibangaDablibas Pema,4775,ANUMANGAR,H PILIBANGA,DABLIBAS PEMA,SC (Woman),PAWANDEEP,1,SC (Woman),HANUMANGARH,PILIBANGA,HANUMANGARHPILIBANGAdablibas pema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dablibas pema,NA,NA,NA,NA,NA,NA,NA,0,0,0
Hanumangarh,Pilibanga,Prempura,General (Woman),HanumangarhPilibangaPrempura,4794,ANUMANGAR,H PILIBANGA,PREMPURA,SC (Woman),SAROJ,1,SC (Woman),HANUMANGARH,PILIBANGA,HANUMANGARHPILIBANGAprempura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prempura,NA,NA,NA,NA,NA,NA,NA,0,0,0
Hanumangarh,Rawatsar,29 Dwd,OBC,HanumangarhRawatsar29 Dwd,4803,ANUMANGAR,H RAWATSAR,29 DWD,SC (Woman),SUNIT A,1,SC (Woman),HANUMANGARH,RAWATSAR,HANUMANGARHRAWATSAR29 dwd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29 dwd,NA,NA,NA,NA,NA,NA,NA,0,0,0
Hanumangarh,Rawatsar,99 Rd,OBC (Woman),HanumangarhRawatsar99 Rd,4806,ANUMANGAR,H RAWATSAR,99 RD,SC (Woman),SHARDA,1,SC,HANUMANGARH,RAWATSAR,HANUMANGARHRAWATSAR99 rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99 rd,NA,NA,NA,NA,NA,NA,NA,0,0,0
Hanumangarh,Rawatsar,Naiyasar,OBC (Woman),HanumangarhRawatsarNaiyasar,4825,ANUMANGAR,H RAWATSAR,NAIYASAR,SC (Woman),BANWARI,1,SC (Woman),HANUMANGARH,RAWATSAR,HANUMANGARHRAWATSARnaiyasar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,naiyasar,NA,NA,NA,NA,NA,NA,NA,0,0,0
Hanumangarh,Rawatsar,Poharka,General (Woman),HanumangarhRawatsarPoharka,4829,ANUMANGAR,H RAWATSAR,POHARKA,SC (Woman),SAROJ,1,SC,HANUMANGARH,RAWATSAR,HANUMANGARHRAWATSARpoharka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,poharka,NA,NA,NA,NA,NA,NA,NA,0,0,0
Hanumangarh,Sangariya,Deengarh,General,HanumangarhSangariyaDeengarh,4838,ANUMANGAR,H SANGARIYA,DEENGARH,SC (Woman),PRIYANKA DEVI,1,SC (Woman),HANUMANGARH,SANGARIYA,HANUMANGARHSANGARIYAdeengarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deengarh,NA,NA,NA,NA,NA,NA,NA,0,0,0
Hanumangarh,Sangariya,Jandwala Sikhan,General,HanumangarhSangariyaJandwala Sikhan,4844,ANUMANGAR,H SANGARIYA,JANDWALA SIKHAN,SC (Woman),BALJEET KAUR URF RIMPI,1,SC (Woman),HANUMANGARH,SANGARIYA,HANUMANGARHSANGARIYAjandwala sikhan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jandwala sikhan,NA,NA,NA,NA,NA,NA,NA,0,0,0
Jaipur,Bassi,Ramsar Palawala,ST,JaipurBassiRamsar Palawala,4944,JAIPUR,BASSI,RAMSAR PALAWALA,SC (Woman),KOMAL DEVI,1,SC,JAIPUR,BASSI,JAIPURBASSIramsar palawala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ramsar palawala,NA,NA,NA,NA,NA,NA,NA,0,0,0
Jaipur,Chaksu,Badli,General,JaipurChaksuBadli,4957,JAIPUR,CHAKSU,BADLI,SC (Woman),MANISHA TANWAR,1,SC (Woman),JAIPUR,CHAKSU,JAIPURCHAKSUbadli,4735,JAIPUR,CHAKSU,BADLI,GEN W,BHAGOTI DEVI,FEMALE,OBC,badli,JAIPUR,CHAKSU,NA,JAIPURCHAKSUbadli,4607,JAIPUR,CHAKSU,BADLI,ST,RAM SINGH MEENA,M,ST,badli,JAIPUR,CHAKSU,JAIPURCHAKSUbadli,0,NA,badli,0,0,0,0
Jaipur,Chaksu,Sawai Madhosingpura,General,JaipurChaksuSawai Madhosingpura,4980,JAIPUR,CHAKSU,SAWAI MADHOSINGPURA,SC (Woman),PREM DEVI REGAR,1,SC (Woman),JAIPUR,CHAKSU,JAIPURCHAKSUsawai madhosingpura,4761,JAIPUR,CHAKSU,SAWAIMADHOSINGHPURA,GEN W,RAMPYARI,FEMALE,OBC,sawaimadhosinghpura,JAIPUR,CHAKSU,NA,JAIPURCHAKSUsawaimadhosinghpura,4630,JAIPUR,CHAKSU,SAWAI MADHOSINGPURA,GENW,PRABHATI DEVI,F,GENW,sawai madhosingpura,JAIPUR,CHAKSU,JAIPURCHAKSUsawai madhosingpura,2,NA,sawai madhosingpura,0,0,0,0
Jaipur,Govindgarh,Kushalpura,General (Woman),JaipurGovindgarhKushalpura,5071,JAIPUR,GOVINDGARH,KUSHALPURA,SC (Woman),MAINA KUMARI VERMA,1,SC (Woman),JAIPUR,GOVINDGARH,JAIPURGOVINDGARHkushalpura,4848,JAIPUR,GOVINDGARH,KUSHALPURA,OBC W,KESRI DEVI,FEMALE,OBC,kushalpura,JAIPUR,GOVINDGARH,NA,JAIPURGOVINDGARHkushalpura,4718,JAIPUR,GOVINDGARH,KUSHALPURA,GENW,SANGEETA SHARMA,F,GENW,kushalpura,JAIPUR,GOVINDGARH,JAIPURGOVINDGARHkushalpura,0,NA,kushalpura,0,0,0,0
Jaipur,Govindgarh,Sadarsar,OBC (Woman),JaipurGovindgarhSadarsar,5082,JAIPUR,GOVINDGARH,SADARSAR,SC (Woman),KAMLESH DEVI BUNKAR,1,SC (Woman),JAIPUR,GOVINDGARH,JAIPURGOVINDGARHsadarsar,4859,JAIPUR,GOVINDGARH,SADARSAR,GEN,MANOHAR SINGH,MALE,GEN,sadarsar,JAIPUR,GOVINDGARH,NA,JAIPURGOVINDGARHsadarsar,4729,JAIPUR,GOVINDGARH,SADARSAR,GEN,GOPAL YADAV,M,OBC,sadarsar,JAIPUR,GOVINDGARH,JAIPURGOVINDGARHsadarsar,0,NA,sadarsar,0,0,0,0
Jaipur,Jhotwara,Boyatavala,OBC,JaipurJhotwaraBoyatavala,5158,JAIPUR,JHOTW ARA,BOYATAVALA,SC (Woman),MAYA DEVI,1,SC,JAIPUR,JHOTWARA,JAIPURJHOTWARAboyatavala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,boyatavala,NA,NA,NA,NA,NA,NA,NA,0,0,0
Jaipur,Kotputli,Sundarpura,General,JaipurKotputliSundarpura,5186,JAIPUR,KOTPUTLI,SUNDARPURA,SC (Woman),SUMAN DEVI,1,SC (Woman),JAIPUR,KOTPUTLI,JAIPURKOTPUTLIsundarpura,4964,JAIPUR,KOTPUTLI,SUNDERPURA,OBC,SAWANTRAM,MALE,OBC,sundarpura,JAIPUR,KOTPUTLI,NA,JAIPURKOTPUTLIsundarpura,4834,JAIPUR,KOTPUTLI,SUNDARPURA,GENW,BATTODI DEVI GURJAR,F,OBCW,sundarpura,JAIPUR,KOTPUTLI,JAIPURKOTPUTLIsundarpura,0,NA,sundarpura,0,0,0,0
Jaipur,Pawata,Bhaislana,General (Woman),JaipurPawataBhaislana,5361,JAIPUR,PAWATA,BHAISLANA,SC (Woman),VINOD DEVI,1,SC (Woman),JAIPUR,PAWATA,JAIPURPAWATAbhaislana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bhaislana,NA,NA,NA,NA,NA,NA,NA,0,0,0
Jaipur,Pawata,Khelna,ST,JaipurPawataKhelna,5379,JAIPUR,PAWATA,KHELNA,SC (Woman),MAMTA VERMA,1,SC (Woman),JAIPUR,PAWATA,JAIPURPAWATAkhelna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,khelna,NA,NA,NA,NA,NA,NA,NA,0,0,0
Jaipur,Phagi,Mandi,General,JaipurPhagiMandi,5208,JAIPUR,PHAGI,MANDI,SC (Woman),KANTA DEVI BAIRWA,1,SC (Woman),JAIPUR,PHAGI,JAIPURPHAGImandi,4986,JAIPUR,PHAGI,MANDI,GEN,MOHAN SINGH,MALE,GEN,mandi,JAIPUR,PHAGI,NA,JAIPURPHAGImandi,4855,JAIPUR,PHAGI,MANDI,GEN,RAMSAHAY CHOUDHARY,M,GEN,mandi,JAIPUR,PHAGI,JAIPURPHAGImandi,0,NA,mandi,0,0,0,0
Jaipur,Phagi,Sawai Jaisinghpura,General,JaipurPhagiSawai Jaisinghpura,5221,JAIPUR,PHAGI,SAWAI JAISINGHPURA,SC (Woman),RANJNA KAMDAR,1,SC (Woman),JAIPUR,PHAGI,JAIPURPHAGIsawai jaisinghpura,4998,JAIPUR,PHAGI,SAWAI JAISINGHPURA,OBC,RAMGOPAL,MALE,OBC,sawai jaisinghpura,JAIPUR,PHAGI,NA,JAIPURPHAGIsawai jaisinghpura,4868,JAIPUR,PHAGI,SAWAI JAISINGHPURA,GENW,SHANTI DEVI,F,GENW,sawai jaisinghpura,JAIPUR,PHAGI,JAIPURPHAGIsawai jaisinghpura,0,NA,sawai jaisinghpura,0,0,0,0
Jaipur,Sahapura,Bishangarh,OBC,JaipurSahapuraBishangarh,5227,JAIPUR,SAHAPURA,BISHANGARH,SC (Woman),MAMATA,1,SC (Woman),JAIPUR,SAHAPURA,JAIPURSAHAPURAbishangarh,5072,JAIPUR,SHAHPURA,BISHANGARH,OBC,SANTOSH KUMAR YADAV,MALE,OBC,bishangarh,JAIPUR,SHAHPURA,NA,JAIPURSHAHPURAbishangarh,4873,JAIPUR,SHAHPURA,BISHANGARH,GENW,SUMAN YADAV,F,OBCW,bishangarh,JAIPUR,SHAHPURA,JAIPURSHAHPURAbishangarh,0,NA,bishangarh,2,0,0,0
Jaipur,Sahapura,Maharkhurd,OBC,JaipurSahapuraMaharkhurd,5242,JAIPUR,SAHAPURA,MAHARKHURD,SC (Woman),URMILA DEVI,1,SC (Woman),JAIPUR,SAHAPURA,JAIPURSAHAPURAmaharkhurd,5087,JAIPUR,SHAHPURA,MAHAR KHURD,OBC W,GYARSI DEVI GATHALA,FEMALE,OBC,mahar khurd,JAIPUR,SHAHPURA,NA,JAIPURSHAHPURAmahar khurd,4888,JAIPUR,SHAHPURA,MAHARKHURD,GENW,SONI DEVI YADAV,F,OBCW,maharkhurd,JAIPUR,SHAHPURA,JAIPURSHAHPURAmaharkhurd,1,NA,maharkhurd,2,0,0,0
Jaipur,Sanganer,Ajairajpura,OBC,JaipurSanganerAjairajpura,5303,JAIPUR,SANGANER,AJAIRAJPURA,SC (Woman),ANITA DEVI,1,SC (Woman),JAIPUR,SANGANER,JAIPURSANGANERajairajpura,5043,JAIPUR,SANGANER,AJAYRAJPURA,GEN W,RADHA DEVI,FEMALE,OBC,ajairajpura,JAIPUR,SANGANER,NA,JAIPURSANGANERajairajpura,4944,JAIPUR,SANGANER,AJAIRAJPURA,ST,DURGA LAL MEENA,M,ST,ajairajpura,JAIPUR,SANGANER,JAIPURSANGANERajairajpura,0,NA,ajairajpura,0,0,0,0
Jaipur,Sanganer,Mohanpura,General (Woman),JaipurSanganerMohanpura,5317,JAIPUR,SANGANER,MOHANPURA,SC (Woman),SARITA DEVI,1,SC (Woman),JAIPUR,SANGANER,JAIPURSANGANERmohanpura,5058,JAIPUR,SANGANER,MOHANPURA,GEN,RAMPRASAD SHARMA,MALE,GEN,mohanpura,JAIPUR,SANGANER,NA,JAIPURSANGANERmohanpura,4958,JAIPUR,SANGANER,MOHANPURA,GENW,KOSHLIYA DEVI MEENA,F,STW,mohanpura,JAIPUR,SANGANER,JAIPURSANGANERmohanpura,0,NA,mohanpura,0,0,0,0
Jaipur,Sanganer,Khedi Gokulpura,ST,JaipurSanganerKhedi Gokulpura,5330,JAIPUR,SANGANER,KHEDI GOKULPURA,SC (Woman),NIRMALA DEVI,1,SC,JAIPUR,SANGANER,JAIPURSANGANERkhedi gokulpura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,khedi gokulpura,NA,NA,NA,NA,NA,NA,NA,0,0,0
Jaipur,Viratnagar,Chhapada Khurd,ST (Woman),JaipurViratnagarChhapada Khurd,5341,JAIPUR,VIRA TNAGAR,CHHAPADA KHURD,SC (Woman),MANISHA VERMA,1,SC,JAIPUR,VIRATNAGAR,JAIPURVIRATNAGARchhapada khurd,5108,JAIPUR,VIRATNAGAR,CHHAPDA KHURD,GEN,GOVIND RAM GURJAR,MALE,OBC,chhapada khurd,JAIPUR,VIRATNAGAR,NA,JAIPURVIRATNAGARchhapada khurd,4979,JAIPUR,VIRATNAGAR,CHHAPADA KHURD,OBC,SHIV DUTT JAT,M,OBC,chhapada khurd,JAIPUR,VIRATNAGAR,JAIPURVIRATNAGARchhapada khurd,0,NA,chhapada khurd,0,0,0,0
Jaipur,Viratnagar,Jodhula,OBC,JaipurViratnagarJodhula,5348,JAIPUR,VIRA TNAGAR,JODHULA,SC (Woman),RAJNI DEVI,1,SC,JAIPUR,VIRATNAGAR,JAIPURVIRATNAGARjodhula,5116,JAIPUR,VIRATNAGAR,JODHULA,GEN,MUKESH KUMAR,MALE,OBC,jodhula,JAIPUR,VIRATNAGAR,NA,JAIPURVIRATNAGARjodhula,4987,JAIPUR,VIRATNAGAR,JODHUL A,GEN,HARDEV GURJAR,M,OBC,jodhula,JAIPUR,VIRATNAGAR,JAIPURVIRATNAGARjodhula,0,NA,jodhula,0,0,0,0
Jaisalmer,Jaisalmer,Basanpir,OBC (Woman),JaisalmerJaisalmerBasanpir,5426,JAISALMER,JAISALMER,BASANPIR,SC (Woman),KHETU PANWAR,1,SC (Woman),JAISALMER,JAISALMER,JAISALMERJAISALMERbasanpir,5141,JAISALMER,JAISALMER,BASANPEER JUNI,ST,PURKHA RAM,MALE,ST,basanpir,JAISALMER,JAISALMER,NA,JAISALMERJAISALMERbasanpir,5012,JAISALMER,JAISALMER,BASANPIR,GENW,JAMIYAT,F,OBCW,basanpir,JAISALMER,JAISALMER,JAISALMERJAISALMERbasanpir,0,NA,basanpir,0,0,0,0
Jaisalmer,Sam,Kotdi,General,JaisalmerSamKotdi,5484,JAISALMER,SAM,KOTDI,SC (Woman),PAPU DEVI,1,SC (Woman),JAISALMER,SAM,JAISALMERSAMkotdi,5195,JAISALMER,SAM,KOTDI,OBC W,BHANWARI DEVI,FEMALE,OBC,kotdi,JAISALMER,SAM,NA,JAISALMERSAMkotdi,5066,JAISALMER,SAM,KOTDI,GENW,GHAI KANWAR,F,GENW,kotdi,JAISALMER,SAM,JAISALMERSAMkotdi,0,NA,kotdi,0,0,0,0
Jaisalmer,Sam,Bida,OBC (Woman),JaisalmerSamBida,5467,JAISALMER,SAM,BIDA,SC (Woman),LICHHMA,1,SC (Woman),JAISALMER,SAM,JAISALMERSAMbida,5178,JAISALMER,SAM,BIDA,GEN,ALANA,MALE,GEN,bida,JAISALMER,SAM,NA,JAISALMERSAMbida,5049,JAISALMER,SAM,BIDA,OBC,LIYAKAT ALI,M,OBC,bida,JAISALMER,SAM,JAISALMERSAMbida,0,NA,bida,0,0,0,0
Jalore,Ahore,Ahore,OBC,JaloreAhoreAhore,5560,JALORE,AHORE,AHORE,SC (Woman),MANJU,1,SC (Woman),JALORE,AHORE,JALOREAHOREahore,5264,JALORE,AHORE,AHORE,GEN,MOHAN LAL,MALE,GEN,ahore,JALORE,AHORE,NA,JALOREAHOREahore,5134,JALORE,AHORE,AHORE,GEN,JITENDRA KUMAR,M,GEN,ahore,JALORE,AHORE,JALOREAHOREahore,0,NA,ahore,0,0,0,0
Jalore,Ahore,Chandrai,ST (Woman),JaloreAhoreChandrai,5572,JALORE,AHORE,CHANDRAI,SC (Woman),MAMTA KUMARI,1,SC (Woman),JALORE,AHORE,JALOREAHOREchandrai,5275,JALORE,AHORE,CHANDRAI,GEN,MOHAN LAL,MALE,OBC,chandrai,JALORE,AHORE,NA,JALOREAHOREchandrai,5146,JALORE,AHORE,CHANDRAI,GENW,HARKOO,F,GENW,chandrai,JALORE,AHORE,JALOREAHOREchandrai,0,NA,chandrai,0,0,0,0
Jalore,Ahore,Sugaliya Jodha,OBC (Woman),JaloreAhoreSugaliya Jodha,5595,JALORE,AHORE,SUGALIYA JODHA,SC (Woman),KAMLA DEVI,1,SC (Woman),JALORE,AHORE,JALOREAHOREsugaliya jodha,5298,JALORE,AHORE,SUGALIA JODHA,GEN W,SAYAR KANWAR,FEMALE,GEN,sugaliya jodha,JALORE,AHORE,NA,JALOREAHOREsugaliya jodha,5169,JALORE,AHORE,SUGALIYA JODHA,GENW,ANSI DEVI,F,OBCW,sugaliya jodha,JALORE,AHORE,JALOREAHOREsugaliya jodha,0,NA,sugaliya jodha,0,0,0,0
Jalore,Chitalwana,Akoli,OBC (Woman),JaloreChitalwanaAkoli,5636,JALORE,CHITALWANA,AKOLI,SC (Woman),GEETA DEVI,1,SC (Woman),JALORE,CHITALWANA,JALORECHITALWANAakoli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,akoli,NA,NA,NA,NA,NA,NA,NA,0,0,0
Jalore,Chitalwana,Chitalvana,General,JaloreChitalwanaChitalvana,5639,JALORE,CHITALWANA,CHITALVANA,SC (Woman),PANKHI DEVI,1,SC (Woman),JALORE,CHITALWANA,JALORECHITALWANAchitalvana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chitalvana,NA,NA,NA,NA,NA,NA,NA,0,0,0
Jalore,Chitalwana,Daval,General,JaloreChitalwanaDaval,5640,JALORE,CHITALWANA,DAVAL,SC (Woman),SOBHAG,1,SC (Woman),JALORE,CHITALWANA,JALORECHITALWANAdaval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,daval,NA,NA,NA,NA,NA,NA,NA,0,0,0
Jalore,Jalore,Akoli,OBC,JaloreJaloreAkoli,5667,JALORE,JALORE,AKOLI,SC (Woman),MEENA DEVI,1,SC (Woman),JALORE,JALORE,JALOREJALOREakoli,5338,JALORE,JALORE,AKOLI,GEN W,NARAYAN KANWAR,FEMALE,GEN,akoli,JALORE,JALORE,NA,JALOREJALOREakoli,5239,JALORE,JALORE,AKOLI,ST,VEESA RAM,M,ST,akoli,JALORE,JALORE,JALOREJALOREakoli,0,NA,akoli,0,0,0,0
Jalore,Jalore,Odvada,OBC,JaloreJaloreOdvada,5686,JALORE,JALORE,ODVADA,SC (Woman),NATHI DEVI,1,SC (Woman),JALORE,JALORE,JALOREJALOREodvada,5357,JALORE,JALORE,ODWADA,OBC W,POONI DEVI,FEMALE,OBC,odvada,JALORE,JALORE,NA,JALOREJALOREodvada,5258,JALORE,JALORE,ODVADA,ST,MASAR ARAM,F,STW,odvada,JALORE,JALORE,JALOREJALOREodvada,0,NA,odvada,0,0,0,0
Jalore,Jalore,Samtipura,General,JaloreJaloreSamtipura,5688,JALORE,JALORE,SAMTIPURA,SC (Woman),NIRMA,1,SC (Woman),JALORE,JALORE,JALOREJALOREsamtipura,5360,JALORE,JALORE,SAMATIPURA,ST W,JAMANA DEVI,FEMALE,ST,samtipura,JALORE,JALORE,NA,JALOREJALOREsamtipura,5260,JALORE,JALORE,SAMTIPURA,GENW,GANGA DEVI,F,OBCW,samtipura,JALORE,JALORE,JALOREJALOREsamtipura,0,NA,samtipura,0,0,0,0
Jalore,Jaswantpura,Sikvada,General (Woman),JaloreJaswantpuraSikvada,5719,JALORE,JASW ANTPURA,SIKVADA,SC (Woman),BHAGU DEVI,1,SC (Woman),JALORE,JASWANTPURA,JALOREJASWANTPURAsikvada,5389,JALORE,JASWANTPURA,SEEKWADA,GEN,BHANWAR SINGH,MALE,GEN,sikvada,JALORE,JASWANTPURA,NA,JALOREJASWANTPURAsikvada,5291,JALORE,JASW ANTPURA,SIKVADA,GEN,KANARAM,M,OBC,sikvada,JALORE,JASWANTPURA,JALOREJASWANTPURAsikvada,0,NA,sikvada,0,0,0,0
Jalore,Raniwara,Maitrivada,General (Woman),JaloreRaniwaraMaitrivada,5754,JALORE,RANIW ARA,MAITRIVADA,SC (Woman),CHANDA KUMARI,1,SC (Woman),JALORE,RANIWARA,JALORERANIWARAmaitrivada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,maitrivada,NA,NA,NA,NA,NA,NA,NA,0,0,0
Jalore,Sayla,Babtra,General,JaloreSaylaBabtra,5797,JALORE,SAYLA,BABTRA,SC (Woman),PINTA DEVI,1,SC (Woman),JALORE,SAYLA,JALORESAYLAbabtra,5491,JALORE,SAYALA,BABTRA,GEN,BHIM SINGH,MALE,GEN,babtra,JALORE,SAYLA,NA,JALORESAYLAbabtra,5363,JALORE,SAYLA,BABTRA,GEN,PUSHP KANWAR,F,GENW,babtra,JALORE,SAYLA,JALORESAYLAbabtra,0,NA,babtra,0,0,0,0
Jalore,Sayla,Jivana,General,JaloreSaylaJivana,5808,JALORE,SAYLA,JIVANA,SC (Woman),MEERA DEVI,1,SC (Woman),JALORE,SAYLA,JALORESAYLAjivana,5502,JALORE,SAYALA,JIVANA,GEN W,MAOGU DEVI,FEMALE,OBC,jivana,JALORE,SAYLA,NA,JALORESAYLAjivana,5374,JALORE,SAYLA,JIVANA,OBCW,DEMI DEVI,F,OBCW,jivana,JALORE,SAYLA,JALORESAYLAjivana,0,NA,jivana,0,0,0,0
Jhalawar,Akalera,Bhalta,General,JhalawarAkaleraBhalta,6056,JHALAWAR,AKALERA,BHALTA,SC (Woman),ANITA BAI,1,SC (Woman),JHALAWAR,AKALERA,JHALAWARAKALERAbhalta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bhalta,NA,NA,NA,NA,NA,NA,NA,0,0,0
Jhalawar,Akalera,Churaliya,OBC,JhalawarAkaleraChuraliya,6069,JHALAWAR,AKALERA,CHURALIYA,SC (Woman),ANITA BAI DHOBI,1,SC,JHALAWAR,AKALERA,JHALAWARAKALERAchuraliya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,churaliya,NA,NA,NA,NA,NA,NA,NA,0,0,0
Jhalawar,Bakani,Badai,OBC (Woman),JhalawarBakaniBadai,5833,JHALAWAR,BAKANI,BADAI,SC (Woman),REENA BAI,1,SC (Woman),JHALAWAR,BAKANI,JHALAWARBAKANIbadai,5528,JHALAWAR,BAKANI,BADAI,GEN,CHITTAR LAL,MALE,OBC,badai,JHALAWAR,BAKANI,NA,JHALAWARBAKANIbadai,5400,JHALAWAR,BAKANI,BADAI,GEN,BALCHAND,M,OBC,badai,JHALAWAR,BAKANI,JHALAWARBAKANIbadai,0,NA,badai,0,0,0,0
Jhalawar,Bhavani Mandi,Avar,General,JhalawarBhavani MandiAvar,6024,JHALAWAR,BHAVANI MANDI,AVAR,SC (Woman),SUSHEELA BAI,1,SC (Woman),JHALAWAR,BHAVANI MANDI,JHALAWARBHAVANI MANDIavar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,avar,NA,NA,NA,NA,NA,NA,NA,0,0,0
Jhalawar,Bhavani Mandi,Khonkhriyakhurg,General (Woman),JhalawarBhavani MandiKhonkhriyakhurg,6027,JHALAWAR,BHAVANI MANDI,KHONKHRIYAKHURG,SC (Woman),RAJA BAI,1,SC (Woman),JHALAWAR,BHAVANI MANDI,JHALAWARBHAVANI MANDIkhonkhriyakhurg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,khonkhriyakhurg,NA,NA,NA,NA,NA,NA,NA,0,0,0
