district_2020,ps_2020,gp_2020,reservation_2020,key_2020,sl_no_2015,dist_name_2015,samiti_name_2015,gp_2015,reservation_2015,name_2015,sex_2015,category_2015,dist_name_new_2015,samiti_name_new_2015,key_2015,sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2015,dist_name_new_2010,samiti_name_new_2010,key_2010,dist_05_10,nuke_05_10,gp_new_2010,dist,nuke,dist_2020,nuke_2020
Alwar,Tijara,Kamalpura,OBC,AlwarTijaraKamalpura,733,ALWAR,TIJARA,Kamalpura,General (Woman),ASHA DEVI,1,OBC (Woman),ALWAR,TIJARA,ALWARTIJARAkamalpura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kamalpura,NA,NA,NA,NA,NA,NA,NA,0,0,0
Alwar,Tijara,Nimbaheda,OBC,AlwarTijaraNimbaheda,738,ALWAR,TIJARA,Nimbaheda,General (Woman),DEVLI,1,OBC (Woman),ALWAR,TIJARA,ALWARTIJARAnimbaheda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nimbaheda,NA,NA,NA,NA,NA,NA,NA,0,0,0
Alwar,Tijara,Sarekalan,OBC (Woman),AlwarTijaraSarekalan,740,ALWAR,TIJARA,Sarekalan,General (Woman),KALURAM,1,OBC (Woman),ALWAR,TIJARA,ALWARTIJARAsarekalan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sarekalan,NA,NA,NA,NA,NA,NA,NA,0,0,0
Baran,Baran,Bamala,SC,BaranBaranBamala,1206,BARAN,BARAN,BAMALA,General (Woman),NEETU,1,General (Woman),BARAN,BARAN,BARANBARANbamala,1154,BARAN,BARAN,BAMALA,GEN,PRAKASH CHAND NAGAR,MALE,OBC,bamala,BARAN,BARAN,NA,BARANBARANbamala,1120,BARAN,BARAN,BAMALA,SC,SUSAR BAI,F,SCW,bamala,BARAN,BARAN,BARANBARANbamala,0,NA,bamala,0,0,0,0
Baran,Baran,Karnaheda,SC (Woman),BaranBaranKarnaheda,1213,BARAN,BARAN,KARNAHEDA,General (Woman),USHA KUMARI,1,General (Woman),BARAN,BARAN,BARANBARANkarnaheda,1160,BARAN,BARAN,KARNAHEDA,ST,GHANSHYAM MEENA,MALE,ST,karnaheda,BARAN,BARAN,NA,BARANBARANkarnaheda,1127,BARAN,BARAN,KARNAHEDA,GENW,KALPNA,F,GENW,karnaheda,BARAN,BARAN,BARANBARANkarnaheda,0,NA,karnaheda,0,0,0,0
Baran,Baran,Khairali,SC,BaranBaranKhairali,1214,BARAN,BARAN,KHAIRALI,General (Woman),INDRA BAI,1,OBC (Woman),BARAN,BARAN,BARANBARANkhairali,1161,BARAN,BARAN,KHAIRALI,ST W,JAGNNATHI BAI MEENA,FEMALE,ST,khairali,BARAN,BARAN,NA,BARANBARANkhairali,1128,BARAN,BARAN,KHAIRALI,GEN,YOGENDRA,M,OBC,khairali,BARAN,BARAN,BARANBARANkhairali,0,NA,khairali,0,0,0,0
Baran,Baran,Kotdesuda,SC,BaranBaranKotdesuda,1215,BARAN,BARAN,KOTDESUDA,General (Woman),USHA DEVI,1,OBC (Woman),BARAN,BARAN,BARANBARANkotdesuda,1162,BARAN,BARAN,KOTRI SUNDA,GEN,JODHRAJ,MALE,OBC,kotdesuda,BARAN,BARAN,NA,BARANBARANkotdesuda,1129,BARAN,BARAN,KOTDESUDA,ST,PURSOT AM,M,ST,kotdesuda,BARAN,BARAN,BARANBARANkotdesuda,0,NA,kotdesuda,0,0,0,0
Baran,Baran,Lisadiya,ST,BaranBaranLisadiya,1217,BARAN,BARAN,LISADIYA,General (Woman),KOSHALYA BAI,1,General (Woman),BARAN,BARAN,BARANBARANlisadiya,1164,BARAN,BARAN,LISARIA,OBC,RAMGOPAL SUMAN,MALE,OBC,lisadiya,BARAN,BARAN,NA,BARANBARANlisadiya,1131,BARAN,BARAN,LISADIY A,GEN,SATYA NARAYAN GUJAR,M,OBC,lisadiya,BARAN,BARAN,BARANBARANlisadiya,0,NA,lisadiya,0,0,0,0
Baran,Baran,Miyada,General,BaranBaranMiyada,1220,BARAN,BARAN,MIYADA,General (Woman),LAWLI BAI,1,OBC (Woman),BARAN,BARAN,BARANBARANmiyada,1168,BARAN,BARAN,MIYARA,ST,SUKHVEER MEENA,MALE,ST,miyada,BARAN,BARAN,NA,BARANBARANmiyada,1134,BARAN,BARAN,MIYADA,SC,CHANDA KOLI,F,SCW,miyada,BARAN,BARAN,BARANBARANmiyada,0,NA,miyada,0,0,0,0
Baran,Baran,Ratawad,ST,BaranBaranRatawad,1223,BARAN,BARAN,RATAWAD,General (Woman),KAVITA,1,General (Woman),BARAN,BARAN,BARANBARANratawad,1172,BARAN,BARAN,RATAWAD,GEN W,SAROJ BAI NAGAR,FEMALE,OBC,ratawad,BARAN,BARAN,NA,BARANBARANratawad,1137,BARAN,BARAN,RATAWAD,GENW,REKHA KUMARI,F,GENW,ratawad,BARAN,BARAN,BARANBARANratawad,0,NA,ratawad,0,0,0,0
Baran,Baran,Tulsa,ST,BaranBaranTulsa,1229,BARAN,BARAN,TULSA,General (Woman),SANTOSH BAI,1,ST (Woman),BARAN,BARAN,BARANBARANtulsa,1178,BARAN,BARAN,TULSAN,SC,GANGADHAR BAIRWA,MALE,SC,tulsa,BARAN,BARAN,NA,BARANBARANtulsa,1143,BARAN,BARAN,TULSA,GEN,PRITVI SINGH,M,GEN,tulsa,BARAN,BARAN,BARANBARANtulsa,0,NA,tulsa,0,0,0,0
Baran,Chhabra,Kahaiyawan,General,BaranChhabraKahaiyawan,1246,BARAN,CHHABRA,KAHAIYAWAN,General (Woman),MAMTA,1,General (Woman),BARAN,CHHABRA,BARANCHHABRAkahaiyawan,1194,BARAN,CHHABRA,KADIAVAN,GEN,RAMDAYAL,MALE,SC,kahaiyawan,BARAN,CHHABRA,NA,BARANCHHABRAkahaiyawan,1160,BARAN,CHHABRA,KAHAIYAWAN,GEN,DHARMENDRA,M,OBC,kahaiyawan,BARAN,CHHABRA,BARANCHHABRAkahaiyawan,0,NA,kahaiyawan,0,0,0,0
Baran,Chhabra,Chachoda,General,BaranChhabraChachoda,1235,BARAN,CHHABRA,CHACHODA,General (Woman),MITHLESH,1,General (Woman),BARAN,CHHABRA,BARANCHHABRAchachoda,1184,BARAN,CHHABRA,CHANCHORA,GEN,RAMKUMAR,MALE,OBC,chachoda,BARAN,CHHABRA,NA,BARANCHHABRAchachoda,1149,BARAN,CHHABRA,CHACHODA,OBC,NAND KISHORE,M,OBC,chachoda,BARAN,CHHABRA,BARANCHHABRAchachoda,0,NA,chachoda,0,0,0,0
Baran,Chhabra,Godiyamehar,ST,BaranChhabraGodiyamehar,1239,BARAN,CHHABRA,GODIYAMEHAR,General (Woman),SHWET A,1,General (Woman),BARAN,CHHABRA,BARANCHHABRAgodiyamehar,1187,BARAN,CHHABRA,GODIAMEHAR,SC,PREMNARAYAN,MALE,SC,godiyamehar,BARAN,CHHABRA,NA,BARANCHHABRAgodiyamehar,1153,BARAN,CHHABRA,GODIY AMEHAR,GEN,BULCHAND IQBAL,M,GEN,godiyamehar,BARAN,CHHABRA,BARANCHHABRAgodiyamehar,0,NA,godiyamehar,0,0,0,0
Baran,Chhabra,Godiyamehar,SC,BaranChhabraGodiyamehar,1239,BARAN,CHHABRA,GODIYAMEHAR,General (Woman),SHWET A,1,General (Woman),BARAN,CHHABRA,BARANCHHABRAgodiyamehar,1187,BARAN,CHHABRA,GODIAMEHAR,SC,PREMNARAYAN,MALE,SC,godiyamehar,BARAN,CHHABRA,NA,BARANCHHABRAgodiyamehar,1153,BARAN,CHHABRA,GODIY AMEHAR,GEN,BULCHAND IQBAL,M,GEN,godiyamehar,BARAN,CHHABRA,BARANCHHABRAgodiyamehar,0,NA,godiyamehar,0,0,0,0
Baran,Chhabra,Hanahedi,SC,BaranChhabraHanahedi,1241,BARAN,CHHABRA,HANAHEDI,General (Woman),SARDARI BAI,1,OBC (Woman),BARAN,CHHABRA,BARANCHHABRAhanahedi,1189,BARAN,CHHABRA,HANYAHERI,ST W,ATHAR BAI,FEMALE,ST,hanahedi,BARAN,CHHABRA,NA,BARANCHHABRAhanahedi,1155,BARAN,CHHABRA,HANAHEDI,OBC,SARDARI BAI,F,OBCW,hanahedi,BARAN,CHHABRA,BARANCHHABRAhanahedi,0,NA,hanahedi,0,0,0,0
Baran,Chhabra,Jharkheriu,ST (Woman),BaranChhabraJharkheriu,1243,BARAN,CHHABRA,JHARKHERIU,General (Woman),SAPNA SHARMA,1,General (Woman),BARAN,CHHABRA,BARANCHHABRAjharkheriu,1191,BARAN,CHHABRA,JHARKHERI,GEN W,KAMLA BAI,FEMALE,GEN,jharkheriu,BARAN,CHHABRA,NA,BARANCHHABRAjharkheriu,1157,BARAN,CHHABRA,JHARKHERIU,SC,AMAR LAL,M,SC,jharkheriu,BARAN,CHHABRA,BARANCHHABRAjharkheriu,0,NA,jharkheriu,0,0,0,0
Baran,Chhabra,Kotdapar,OBC,BaranChhabraKotdapar,1248,BARAN,CHHABRA,KOTDAP AR,General (Woman),ANITA BAI,1,OBC (Woman),BARAN,CHHABRA,BARANCHHABRAkotdapar,1196,BARAN,CHHABRA,KOTRAPAR,SC W,LACHHI BAI,FEMALE,SC,kotdapar,BARAN,CHHABRA,NA,BARANCHHABRAkotdapar,1162,BARAN,CHHABRA,KOTDAPAR,ST,GHANSI LAL S/O HIRA LAL,M,ST,kotdapar,BARAN,CHHABRA,BARANCHHABRAkotdapar,0,NA,kotdapar,0,0,0,0
Baran,Chhabra,Semli,ST,BaranChhabraSemli,1254,BARAN,CHHABRA,SEMLI,General (Woman),RADHA BAI,1,ST (Woman),BARAN,CHHABRA,BARANCHHABRAsemli,1203,BARAN,CHHABRA,SEMALI,SC,KAILASH CHAND,MALE,SC,semli,BARAN,CHHABRA,NA,BARANCHHABRAsemli,1168,BARAN,CHHABRA,SEMLI,GEN,SURESH GUJAR,M,OBC,semli,BARAN,CHHABRA,BARANCHHABRAsemli,0,NA,semli,0,0,0,0
Baran,Chhipabarod,Bhavpura,SC,BaranChhipabarodBhavpura,1261,BARAN,CHHIP ABAROD,BHA VPURA,General (Woman),PRAVEEN KANWAR,1,General (Woman),BARAN,CHHIPABAROD,BARANCHHIPABARODbhavpura,1210,BARAN,CHHIPABAROD,BHAOPURA,GEN W,TULSAN BAI,FEMALE,OBC,bhavpura,BARAN,CHHIPABAROD,NA,BARANCHHIPABARODbhavpura,1175,BARAN,CHHIP ABAROD,BHAVPURA,GENW,LADHU BAI,F,OBCW,bhavpura,BARAN,CHHIPABAROD,BARANCHHIPABARODbhavpura,0,NA,bhavpura,0,0,0,0
Baran,Chhipabarod,Deegod Khalsa,ST,BaranChhipabarodDeegod Khalsa,1264,BARAN,CHHIP ABAROD,DEEGOD KHALSA,General (Woman),KRISHNA,1,OBC (Woman),BARAN,CHHIPABAROD,BARANCHHIPABARODdeegod khalsa,1213,BARAN,CHHIPABAROD,DEEGOD JAGEER,ST W,KANCHAN,FEMALE,ST,deegod khalsa,BARAN,CHHIPABAROD,NA,BARANCHHIPABARODdeegod khalsa,1178,BARAN,CHHIP ABAROD,DEEGOD KHALSA,OBC,JAGANNATHI BAI,F,OBCW,deegod khalsa,BARAN,CHHIPABAROD,BARANCHHIPABARODdeegod khalsa,0,NA,deegod khalsa,0,0,0,0
Baran,Chhipabarod,Gordhanpura,ST,BaranChhipabarodGordhanpura,1270,BARAN,CHHIP ABAROD,GORDHANPURA,General (Woman),SWATI MALAV,1,OBC,BARAN,CHHIPABAROD,BARANCHHIPABARODgordhanpura,1218,BARAN,CHHIPABAROD,GORDHANPURA,SC W,GOBRI BAI,FEMALE,SC,gordhanpura,BARAN,CHHIPABAROD,NA,BARANCHHIPABARODgordhanpura,1184,BARAN,CHHIP ABAROD,GORDHANPURA,ST,PARMANAND,M,ST,gordhanpura,BARAN,CHHIPABAROD,BARANCHHIPABARODgordhanpura,0,NA,gordhanpura,0,0,0,0
Baran,Chhipabarod,Kumbhakheri,ST (Woman),BaranChhipabarodKumbhakheri,1277,BARAN,CHHIP ABAROD,KUMBHAKHERI,General (Woman),ANITA MEENA,1,ST (Woman),BARAN,CHHIPABAROD,BARANCHHIPABARODkumbhakheri,1225,BARAN,CHHIPABAROD,KUMBHAKHERI,GEN W,BHURI BAI,FEMALE,ST,kumbhakheri,BARAN,CHHIPABAROD,NA,BARANCHHIPABARODkumbhakheri,1191,BARAN,CHHIP ABAROD,KUMBHAKHERI,ST,GAYTRI BAI MEENA,F,STW,kumbhakheri,BARAN,CHHIPABAROD,BARANCHHIPABARODkumbhakheri,0,NA,kumbhakheri,0,0,0,0
Baran,Chhipabarod,Sahajnpur,General,BaranChhipabarodSahajnpur,1283,BARAN,CHHIP ABAROD,SAHAJNPUR,General (Woman),KEDAR BAI,1,ST (Woman),BARAN,CHHIPABAROD,BARANCHHIPABARODsahajnpur,1232,BARAN,CHHIPABAROD,SAHAJANPUR,SC,BABULAL,MALE,SC,sahajnpur,BARAN,CHHIPABAROD,NA,BARANCHHIPABARODsahajnpur,1197,BARAN,CHHIP ABAROD,SAHAJNPUR,ST,SHONATH,M,ST,sahajnpur,BARAN,CHHIPABAROD,BARANCHHIPABARODsahajnpur,0,NA,sahajnpur,0,0,0,0
Baran,Chhipabarod,Sarthal,General,BaranChhipabarodSarthal,1284,BARAN,CHHIP ABAROD,SARTHAL,General (Woman),PRIYANKA RAGHAV,1,General (Woman),BARAN,CHHIPABAROD,BARANCHHIPABARODsarthal,1233,BARAN,CHHIPABAROD,SARTHAL,GEN,ASHOK KUMAR GUPTA,MALE,GEN,sarthal,BARAN,CHHIPABAROD,NA,BARANCHHIPABARODsarthal,1198,BARAN,CHHIP ABAROD,SARTHAL,GENW,MALNI SINGH,F,GENW,sarthal,BARAN,CHHIPABAROD,BARANCHHIPABARODsarthal,0,NA,sarthal,0,0,0,0
Baran,Chhipabarod,Tancha,General,BaranChhipabarodTancha,1286,BARAN,CHHIP ABAROD,TANCHA,General (Woman),ARCHNA,1,OBC (Woman),BARAN,CHHIPABAROD,BARANCHHIPABARODtancha,1235,BARAN,CHHIPABAROD,TANCHA,ST,BHAGWAN SINGH,MALE,ST,tancha,BARAN,CHHIPABAROD,NA,BARANCHHIPABARODtancha,1200,BARAN,CHHIP ABAROD,TANCHA,OBCW,KUSUM BAI,F,OBCW,tancha,BARAN,CHHIPABAROD,BARANCHHIPABARODtancha,0,NA,tancha,0,0,0,0
Baran,Chhipabarod,Fulbaroda,OBC (Woman),BaranChhipabarodFulbaroda,1268,BARAN,CHHIP ABAROD,FULBARODA,General (Woman),JYOTI SHARMA,1,General (Woman),BARAN,CHHIPABAROD,BARANCHHIPABARODfulbaroda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fulbaroda,NA,NA,NA,NA,NA,NA,NA,0,0,0
Baran,Kishanganj,Bakanpura,General,BaranKishanganjBakanpura,1290,BARAN,KISHANGANJ,BAKANPURA,General (Woman),RUKMANI DEVI,1,OBC (Woman),BARAN,KISHANGANJ,BARANKISHANGANJbakanpura,1239,BARAN,KISHANGANJ,BAKANPURA,OBC,DAULATRAM,MALE,OBC,bakanpura,BARAN,KISHANGANJ,NA,BARANKISHANGANJbakanpura,1204,BARAN,KISHANGANJ,BAKANPURA,ST,REENA BAI,F,STW,bakanpura,BARAN,KISHANGANJ,BARANKISHANGANJbakanpura,0,NA,bakanpura,0,0,0,0
Baran,Kishanganj,Baruni,General,BaranKishanganjBaruni,1292,BARAN,KISHANGANJ,BARUNI,General (Woman),CHARANJEET KOUR,1,General,BARAN,KISHANGANJ,BARANKISHANGANJbaruni,1240,BARAN,KISHANGANJ,BARUNI,GEN,JAGTAR SINGH,MALE,GEN,baruni,BARAN,KISHANGANJ,NA,BARANKISHANGANJbaruni,1206,BARAN,KISHANGANJ,BARUNI,ST,PARI BAI,F,STW,baruni,BARAN,KISHANGANJ,BARANKISHANGANJbaruni,0,NA,baruni,0,0,0,0
Baran,Kishanganj,Chatraganj,General,BaranKishanganjChatraganj,1296,BARAN,KISHANGANJ,CHA TRAGANJ,General (Woman),ANITA MINA,1,ST (Woman),BARAN,KISHANGANJ,BARANKISHANGANJchatraganj,1245,BARAN,KISHANGANJ,CHHATRAGANJ,GEN W,RAJANTI MEENA,FEMALE,ST,chatraganj,BARAN,KISHANGANJ,NA,BARANKISHANGANJchatraganj,1210,BARAN,KISHANGANJ,CHATRAGANJ,ST,OM PRAKESH,M,ST,chatraganj,BARAN,KISHANGANJ,BARANKISHANGANJchatraganj,0,NA,chatraganj,0,0,0,0
Baran,Kishanganj,Ganeshpura,SC,BaranKishanganjGaneshpura,1299,BARAN,KISHANGANJ,GANESHPURA,General (Woman),RAJENDRA KOUR,1,General (Woman),BARAN,KISHANGANJ,BARANKISHANGANJganeshpura,1254,BARAN,KISHANGANJ,KHANKHARA @GANESHPURA,GEN,HAJARILAL SAHARIA,MALE,ST,ganeshpura,BARAN,KISHANGANJ,NA,BARANKISHANGANJganeshpura,1213,BARAN,KISHANGANJ,GANESHPURA,ST,PHOOL CHAND,M,ST,ganeshpura,BARAN,KISHANGANJ,BARANKISHANGANJganeshpura,0,NA,ganeshpura,0,0,0,0
Baran,Kishanganj,Garda,ST,BaranKishanganjGarda,1300,BARAN,KISHANGANJ,GARDA,General (Woman),MAHIMA,1,OBC (Woman),BARAN,KISHANGANJ,BARANKISHANGANJgarda,1248,BARAN,KISHANGANJ,GARADA,GEN W,RAJENDRA,MALE,GEN,garada,BARAN,KISHANGANJ,NA,BARANKISHANGANJgarada,1214,BARAN,KISHANGANJ,GARDA,GENW,SAKUNTALA,F,GENW,garda,BARAN,KISHANGANJ,BARANKISHANGANJgarda,1,NA,garda,0,0,0,0
Baran,Kishanganj,Garda,General,BaranKishanganjGarda,1300,BARAN,KISHANGANJ,GARDA,General (Woman),MAHIMA,1,OBC (Woman),BARAN,KISHANGANJ,BARANKISHANGANJgarda,1248,BARAN,KISHANGANJ,GARADA,GEN W,RAJENDRA,MALE,GEN,garada,BARAN,KISHANGANJ,NA,BARANKISHANGANJgarada,1214,BARAN,KISHANGANJ,GARDA,GENW,SAKUNTALA,F,GENW,garda,BARAN,KISHANGANJ,BARANKISHANGANJgarda,1,NA,garda,0,0,0,0
Baran,Kishanganj,Nahargarh,ST,BaranKishanganjNahargarh,1308,BARAN,KISHANGANJ,NAHARGARH,General (Woman),SHASHI BHARGAV,1,General (Woman),BARAN,KISHANGANJ,BARANKISHANGANJnahargarh,1257,BARAN,KISHANGANJ,NAHARGARH,ST,CHHITARLAL,MALE,ST,nahargarh,BARAN,KISHANGANJ,NA,BARANKISHANGANJnahargarh,1222,BARAN,KISHANGANJ,NAHARGARH,GEN,DEVENDRA,M,GEN,nahargarh,BARAN,KISHANGANJ,BARANKISHANGANJnahargarh,0,NA,nahargarh,0,0,0,0
Baran,Kishanganj,Relawan,General,BaranKishanganjRelawan,1314,BARAN,KISHANGANJ,RELAWAN,General (Woman),POOJA,1,OBC (Woman),BARAN,KISHANGANJ,BARANKISHANGANJrelawan,1263,BARAN,KISHANGANJ,RELAWAN,SC,GHASILAL BAIRWA,MALE,SC,relawan,BARAN,KISHANGANJ,NA,BARANKISHANGANJrelawan,1228,BARAN,KISHANGANJ,RELAWAN,ST,BASNTI BAI MEENA W/O BABU LAL,F,STW,relawan,BARAN,KISHANGANJ,BARANKISHANGANJrelawan,0,NA,relawan,0,0,0,0
Baran,Kishanganj,Seemlod,ST,BaranKishanganjSeemlod,1316,BARAN,KISHANGANJ,SEEMLOD,General (Woman),HARIDESH KUMARI,1,OBC,BARAN,KISHANGANJ,BARANKISHANGANJseemlod,1266,BARAN,KISHANGANJ,SIMLOD,ST W,INDRA BAI,FEMALE,ST,seemlod,BARAN,KISHANGANJ,NA,BARANKISHANGANJseemlod,1230,BARAN,KISHANGANJ,SEEMLOD,GEN,SHOJI,M,OBC,seemlod,BARAN,KISHANGANJ,BARANKISHANGANJseemlod,0,NA,seemlod,0,0,0,0
Baran,Kishanganj,Sewani,General,BaranKishanganjSewani,1317,BARAN,KISHANGANJ,SEW ANI,General (Woman),LEELA MALAV,1,OBC (Woman),BARAN,KISHANGANJ,BARANKISHANGANJsewani,1265,BARAN,KISHANGANJ,SEWANI,GEN,RAJEEV TYAGI,MALE,GEN,sewani,BARAN,KISHANGANJ,NA,BARANKISHANGANJsewani,1231,BARAN,KISHANGANJ,SEW ANI,ST,SURESH KUMAR,M,ST,sewani,BARAN,KISHANGANJ,BARANKISHANGANJsewani,0,NA,sewani,0,0,0,0
Baran,Shahbad,Beechi,General,BaranShahbadBeechi,1325,BARAN,SHAHBAD,BEECHI,General (Woman),RACHNA KIRAD,1,General (Woman),BARAN,SHAHBAD,BARANSHAHBADbeechi,1274,BARAN,SHAHABAD,BICHI,GEN,KALLURAM,MALE,OBC,beechi,BARAN,SHAHBAD,NA,BARANSHAHBADbeechi,1236,BARAN,SHAHBAD,BEECHI,GEN,PUKHO,F,OBCW,beechi,BARAN,SHAHBAD,BARANSHAHBADbeechi,0,NA,beechi,0,0,0,0
Baran,Shahbad,Beelkheda Dang,ST,BaranShahbadBeelkheda Dang,1326,BARAN,SHAHBAD,BEELKHEDA DANG,General (Woman),DEEPTI,1,General (Woman),BARAN,SHAHBAD,BARANSHAHBADbeelkheda dang,1272,BARAN,SHAHABAD,BEELKHERA DAANG,GEN,INDRAPAL SINGH,MALE,GEN,beelkheda dang,BARAN,SHAHBAD,NA,BARANSHAHBADbeelkheda dang,1237,BARAN,SHAHBAD,BEELKHEDA DANG,GENW,SANDYA,F,GENW,beelkheda dang,BARAN,SHAHBAD,BARANSHAHBADbeelkheda dang,0,NA,beelkheda dang,0,0,0,0
Baran,Shahbad,Dewari,ST,BaranShahbadDewari,1329,BARAN,SHAHBAD,DEW ARI,General (Woman),MANORMA,1,General (Woman),BARAN,SHAHBAD,BARANSHAHBADdewari,1275,BARAN,SHAHABAD,DEVARI,ST,GULBI,MALE,ST,dewari,BARAN,SHAHBAD,NA,BARANSHAHBADdewari,1240,BARAN,SHAHBAD,DEW ARI,OBC,RAMJI LAL,M,OBC,dewari,BARAN,SHAHBAD,BARANSHAHBADdewari,0,NA,dewari,0,0,0,0
Baran,Shahbad,Digwani,SC (Woman),BaranShahbadDigwani,1330,BARAN,SHAHBAD,DIGW ANI,General (Woman),REKHA BAI MEHTA,1,General (Woman),BARAN,SHAHBAD,BARANSHAHBADdigwani,1276,BARAN,SHAHABAD,DIKAWANI,GEN W,KALIYA,FEMALE,OBC,digwani,BARAN,SHAHBAD,NA,BARANSHAHBADdigwani,1241,BARAN,SHAHBAD,DIGW ANI,ST,SURAJ SINGH,M,ST,digwani,BARAN,SHAHBAD,BARANSHAHBADdigwani,0,NA,digwani,0,0,0,0
Baran,Shahbad,Kasbathana,ST,BaranShahbadKasbathana,1335,BARAN,SHAHBAD,KASBA THANA,General (Woman),PRITI JAIN,1,General (Woman),BARAN,SHAHBAD,BARANSHAHBADkasbathana,1279,BARAN,SHAHABAD,KASBATHANA,SC,VINOD KUMAR,MALE,SC,kasbathana,BARAN,SHAHBAD,NA,BARANSHAHBADkasbathana,1246,BARAN,SHAHBAD,KASBATHANA,GEN,RAKESH SHARMA,M,GEN,kasbathana,BARAN,SHAHBAD,BARANSHAHBADkasbathana,0,NA,kasbathana,0,0,0,0
Baran,Shahbad,Khataka,General,BaranShahbadKhataka,1337,BARAN,SHAHBAD,KHATAKA,General (Woman),SAVITA,1,OBC (Woman),BARAN,SHAHBAD,BARANSHAHBADkhataka,1284,BARAN,SHAHABAD,KHATAKA,GEN,SHIVCHARAN KIRAD,MALE,OBC,khataka,BARAN,SHAHBAD,NA,BARANSHAHBADkhataka,1248,BARAN,SHAHBAD,KHATAKA,SC,RANGI LAL,M,SC,khataka,BARAN,SHAHBAD,BARANSHAHBADkhataka,0,NA,khataka,0,0,0,0
Baran,Shahbad,Mudiyar,General,BaranShahbadMudiyar,1340,BARAN,SHAHBAD,MUDIYAR,General (Woman),POOJA,1,OBC,BARAN,SHAHBAD,BARANSHAHBADmudiyar,1286,BARAN,SHAHABAD,MUNDIER,OBC,MATHURALAL,MALE,OBC,mudiyar,BARAN,SHAHBAD,NA,BARANSHAHBADmudiyar,1251,BARAN,SHAHBAD,MUDIYAR,ST,HAR LAL SHHRIYA,M,ST,mudiyar,BARAN,SHAHBAD,BARANSHAHBADmudiyar,0,NA,mudiyar,0,0,0,0
Baran,Shahbad,Sandokra,ST,BaranShahbadSandokra,1346,BARAN,SHAHBAD,SANDOKRA,General (Woman),NILESH SHARMA,1,General (Woman),BARAN,SHAHBAD,BARANSHAHBADsandokra,1291,BARAN,SHAHABAD,SANDOKARA,GEN,BHARAT SINGH,MALE,GEN,sandokra,BARAN,SHAHBAD,NA,BARANSHAHBADsandokra,1257,BARAN,SHAHBAD,SANDOKRA,GEN,JADO,M,OBC,sandokra,BARAN,SHAHBAD,BARANSHAHBADsandokra,0,NA,sandokra,0,0,0,0
Baran,Shahbad,Sanwara,General,BaranShahbadSanwara,1347,BARAN,SHAHBAD,SANW ARA,General (Woman),MANJULATA,1,General (Woman),BARAN,SHAHBAD,BARANSHAHBADsanwara,1292,BARAN,SHAHABAD,SANWARA,ST W,RAJKUMARI,FEMALE,ST,sanwara,BARAN,SHAHBAD,NA,BARANSHAHBADsanwara,1258,BARAN,SHAHBAD,SANW ARA,GEN,CHATUR SINGH,M,OBC,sanwara,BARAN,SHAHBAD,BARANSHAHBADsanwara,0,NA,sanwara,0,0,0,0
Barmer,Balotra,Beethuja,General,BarmerBalotraBeethuja,1355,BARMER,BALOTRA,BEETHUJA,General (Woman),RITU KANWAR,1,General (Woman),BARMER,BALOTRA,BARMERBALOTRAbeethuja,1350,BARMER,BALOTRA,BITHUJA,ST,JAWARARAM,MALE,ST,beethuja,BARMER,BALOTRA,NA,BARMERBALOTRAbeethuja,1268,BARMER,BALOTRA,BEETHUJA,OBC,BABU LAL,M,OBC,beethuja,BARMER,BALOTRA,BARMERBALOTRAbeethuja,0,NA,beethuja,0,0,0,0
Barmer,Balotra,Kanana,General,BarmerBalotraKanana,1363,BARMER,BALOTRA,KANANA,General (Woman),SEEMA KANWAR,1,General (Woman),BARMER,BALOTRA,BARMERBALOTRAkanana,1365,BARMER,BALOTRA,KANANA,SC,LIKHMARAM,MALE,SC,kanana,BARMER,BALOTRA,NA,BARMERBALOTRAkanana,1283,BARMER,BALOTRA,KANANA,OBC,GUNESHA RAM,M,OBC,kanana,BARMER,BALOTRA,BARMERBALOTRAkanana,0,NA,kanana,0,0,0,0
Barmer,Balotra,Khtu,SC,BarmerBalotraKhtu,1364,BARMER,BALOTRA,KHTU,General (Woman),KHEMI,1,OBC,BARMER,BALOTRA,BARMERBALOTRAkhtu,1368,BARMER,BALOTRA,KHATTU,OBC,GOMARAM,MALE,OBC,khtu,BARMER,BALOTRA,NA,BARMERBALOTRAkhtu,1286,BARMER,BALOTRA,KHTU,GEN,GOMA RAM,M,OBC,khtu,BARMER,BALOTRA,BARMERBALOTRAkhtu,0,NA,khtu,0,0,0,0
