,District,CategoryOfGramPanchyat,manual,new_subdistrict,NameOfGramPanchyat.x,NameOfGramPanchyat.y,Subdistrict_Name_LGD,District_Name_LGD,dist,quality_auto,quality_manu
10327,barmer,SC,bad,bagora,ramsin,ramseen,pachpadra,barmer,0.150793651,bad,good
8719,barmer,SC (Woman),bad,shrimahaveer ji,dhaniyon meghwalon ki dhani (r),dhanani meghwalon ki dhani,sheo,barmer,0.150669975,bad,good
6401,barmer,General,good,sindhari,sindhari chosira,sindhari charnan,sindhari,barmer,0.150641026,bad,good
6402,barmer,OBC,good,barmer,muratala gala,murtala gala,barmer,barmer,0.150641026,bad,good
6398,barmer,General (Woman),good,dhanaau,meetha ka tala,meethe ka tala,dhanaau,barmer,0.15018315,bad,good
9844,barmer,OBC (Woman),bad,gangadtalai,mithi beri,meethi beri,gudha malani,barmer,0.149494949,bad,good
5902,barmer,OBC (Woman),bad,sedwa,bamnala der,bamadlader,sedwa,barmer,0.149494949,good,good
5872,barmer,ST,bad,sedwa,aakal (r),aakal,sedwa,barmer,0.148148148,good,good
5990,barmer,General (Woman),bad,barmer,galaberry,gala beri,barmer,barmer,0.148148148,good,good
6220,barmer,SC,good,sindhari,taakuberi,takooberi,sindhari,barmer,0.148148148,good,good
9893,barmer,General,bad,karanpur,muli ki dhani,mool ki dhani,pachpadra,barmer,0.148018648,bad,good
10473,barmer,General,bad,aau,sanjiyali padamsingh (first),sajiyali padam singh,pachpadra,barmer,0.145238095,bad,good
6127,barmer,General (Woman),good,baytoo,nagoni dhatarwalon ki dhani,nagani dhaterwalo ki dhani,baytoo,barmer,0.144178538,good,good
6374,barmer,OBC (Woman),good,barmer,dugeron ka tala,doongeron ka tala,barmer,barmer,0.140569561,bad,good
6373,barmer,General (Woman),good,dhanaau,faglu ka tala,phagloo ka tala,dhanaau,barmer,0.14017094,bad,good
6133,barmer,General (Woman),good,baytoo,naya somesara,nayaa somesara,baytoo,barmer,0.139194139,good,good
7982,barmer,General,bad,bagora,aasotara,asotra,pachpadra,barmer,0.138888889,bad,good
6084,barmer,General,good,baytoo,kosriya,kosariya,baytoo,barmer,0.136904762,good,good
6356,barmer,SC (Woman),good,gadraroad,kubariya,kubriya,gadraroad,barmer,0.136904762,bad,good
5892,barmer,General,bad,barmer,badmer gramin,barmer gramin,barmer,barmer,0.134615385,good,good
10166,barmer,General,bad,bagora,parlu,pareu,gida,barmer,0.133333333,bad,good
5969,barmer,SC,good,gadraroad,detani (b),detani,gadraroad,barmer,0.133333333,good,good
6037,barmer,General (Woman),good,gida,kanod,kanor,gida,barmer,0.133333333,good,good
6048,barmer,General (Woman),bad,barmer,kavas,kawas,barmer,barmer,0.133333333,good,good
6162,barmer,ST (Woman),good,samdari,ratdi,ratri,samdari,barmer,0.133333333,good,good
6212,barmer,ST,good,ramsar,siyie,siyai,ramsar,barmer,0.133333333,good,good
5942,barmer,General,good,barmer,bisala aagor,vishala agore,barmer,barmer,0.132478632,good,good
6033,barmer,ST,good,dhorimanna,kaatrala khilariyan,katarla khileriyan,dhorimanna,barmer,0.13203761,good,good
6015,barmer,SC (Woman),good,gida,jagram ki dhani,jagaram ki dhani,gida,barmer,0.131944444,good,good
10411,barmer,General (Woman),bad,phooliya kalan,sada dhanji,saradhanji,sindhari,barmer,0.130976431,bad,good
5981,barmer,OBC,good,dhanaau,dingarh,deengarh,dhanaau,barmer,0.130952381,good,good
6041,barmer,General (Woman),bad,barmer,kapurdi,kapoordi,barmer,barmer,0.130952381,good,good
6071,barmer,General (Woman),good,baytoo,kheepsar,khipsar,baytoo,barmer,0.130952381,good,good
6125,barmer,OBC (Woman),good,siwana,muthali,moothali,siwana,barmer,0.130952381,good,good
6144,barmer,General,good,gudha malani,piprali,peeprali,gudha malani,barmer,0.130952381,good,good
6210,barmer,General (Woman),good,ramsar,sinhani,sihani,ramsar,barmer,0.130952381,good,good
6312,barmer,General (Woman),good,ramsar,buthiya,boothiya,ramsar,barmer,0.130952381,bad,good
6313,barmer,SC (Woman),good,chohtan,paradia,parariya,chohtan,barmer,0.130952381,bad,good
6318,barmer,SC (Woman),good,dhanaau,bhuniya,bhooniya,dhanaau,barmer,0.130952381,bad,good
8267,barmer,General (Woman),good,dhanaau,beesasar,bisasar,sedwa,barmer,0.130952381,bad,good
8269,barmer,General,bad,bagora,beethuja,bithuja,pachpadra,barmer,0.130952381,bad,good
9383,barmer,General (Woman),bad,shrimahaveer ji,kashmeer,kashmir,sheo,barmer,0.130952381,bad,good
6124,barmer,General (Woman),good,dhorimanna,muslalmano ki dhani,musalmanon ki dhani,dhorimanna,barmer,0.127680312,good,good
6032,barmer,General (Woman),good,sindhari,junameetha khera,juna meetha kheda,sindhari,barmer,0.126715686,good,good
6115,barmer,SC,good,gida,megawalon ki basti,megwalon ki basti,gida,barmer,0.126361656,good,good
6046,barmer,General (Woman),good,gida,kasumbala bhatiyan,kashumbla bhatiyan,gida,barmer,0.125272331,good,good
5879,barmer,OBC (Woman),bad,barmer,adarsh dunda,adarsh undkha,barmer,barmer,0.124514375,good,good
5893,barmer,SC,good,baytoo,baitu bheemji,baitu bhimji,baytoo,barmer,0.124514375,good,good
5945,barmer,OBC (Woman),good,dhorimanna,booth jaitmal,booth jetmal,dhorimanna,barmer,0.124514375,good,good
6062,barmer,OBC,good,ramsar,khara rahaodan,khara rathoran,ramsar,barmer,0.123015873,good,good
10704,barmer,OBC,bad,bagora,sursingh ka dhana,sursingh ki dhani,pachpadra,barmer,0.122875817,bad,good
5966,barmer,General (Woman),good,gudha malani,dedavas jagir,dedawas jageer,gudha malani,barmer,0.122710623,good,good
6035,barmer,SC (Woman),good,samdari,kamoo ka baada,kamon ka bara,samdari,barmer,0.122710623,good,good
7976,barmer,General,bad,shrimahaveer ji,aarang,arang,sheo,barmer,0.122222222,bad,good
10743,barmer,General (Woman),bad,galiyakot,tarala,tarla,sedwa,barmer,0.122222222,bad,good
6047,barmer,OBC (Woman),good,dhorimanna,kaushle ki dhani (r),koshle ki dhani,dhorimanna,barmer,0.122222222,good,good
6106,barmer,OBC,good,gadraroad,malna,malana,gadraroad,barmer,0.122222222,good,good
6213,barmer,General,good,gida,sohda,sohada,gida,barmer,0.122222222,good,good
6295,barmer,General,good,gida,sahar,shahar,gida,barmer,0.122222222,bad,good
5951,barmer,SC,good,ramsar,chadwa takhtabad,charwa takhata bad,ramsar,barmer,0.120833333,good,good
10235,barmer,General,good,chohtan,pokarasar,pokrasar,dhanaau,barmer,0.12037037,bad,good
6222,barmer,OBC (Woman),good,ramsar,tamaliyar,tamliyar,ramsar,barmer,0.12037037,good,good
6285,barmer,General (Woman),good,gida,kumpliya,kumpaliya,gida,barmer,0.12037037,bad,good
6123,barmer,OBC,good,barmer,mundo ka tala,moodhon ka tala,barmer,barmer,0.12008547,good,good
6019,barmer,General (Woman),good,barmer,jakhdo ki dhani,jakhro ki dhani,barmer,barmer,0.115873016,good,good
5930,barmer,General,good,dhorimanna,bheemthal,bhimthal,dhorimanna,barmer,0.115740741,good,good
5934,barmer,SC,good,siwana,bhimgoda,bheemgoda,siwana,barmer,0.115740741,good,good
8399,barmer,General (Woman),bad,shrimahaveer ji,bhuratala,budhatala,sheo,barmer,0.115740741,bad,good
10254,barmer,OBC,good,dhanaau,punjasar,poonjasar,sedwa,barmer,0.115740741,bad,good
6137,barmer,SC,good,siwana,padaradi kalan,padardi kalan,siwana,barmer,0.113553114,good,good
6155,barmer,General,bad,barmer,ramsar ka kua,ram sar ka kua,barmer,barmer,0.113553114,good,good
6173,barmer,OBC,good,gudha malani,saagarniyon ke beri,sagraniyon ki beri,gudha malani,barmer,0.112429767,good,good
8973,barmer,OBC,bad,karanpur,godava,goda,sedwa,barmer,0.111111111,bad,good
9525,barmer,SC,bad,bagora,khtu,khattu,pachpadra,barmer,0.111111111,bad,good
9688,barmer,General (Woman),bad,phooliya kalan,lolava,lolawa,sindhari,barmer,0.111111111,bad,good
5873,barmer,OBC (Woman),good,chohtan,aakoda,aakora,chohtan,barmer,0.111111111,good,good
5876,barmer,SC (Woman),good,gadraroad,aasadi,aasari,gadraroad,barmer,0.111111111,good,good
5964,barmer,General,good,sindhari,dankha,dakhan,sindhari,barmer,0.111111111,good,good
6025,barmer,General (Woman),bad,sedwa,jhadpa,jharpa,sedwa,barmer,0.111111111,good,good
6051,barmer,ST,good,barmer,kerava,kerawa,barmer,barmer,0.111111111,good,good
6215,barmer,General,bad,sedwa,sonadi,sonari,sedwa,barmer,0.111111111,good,good
6225,barmer,General (Woman),good,chohtan,taratara,tarataramath,chohtan,barmer,0.111111111,good,good
6254,barmer,General,good,sindhari,dhanva,dhanwa,sindhari,barmer,0.111111111,bad,good
6255,barmer,General (Woman),good,sindhari,nakoda,nakora,sindhari,barmer,0.111111111,bad,good
6256,barmer,General,good,gadraroad,rohini,rohidi,gadraroad,barmer,0.111111111,bad,good
6262,barmer,General (Woman),good,gudha malani,kharva,kharwa,gudha malani,barmer,0.111111111,bad,good
6076,barmer,General,good,baytoo,khothon ki dhani,khoton ki dhani,baytoo,barmer,0.109722222,good,good
5935,barmer,General,good,ramsar,bhinde ka par,abhe ka par,ramsar,barmer,0.107226107,good,good
6069,barmer,General (Woman),good,ramsar,khariya rahaodan,khariya rathoran,ramsar,barmer,0.107142857,good,good
6027,barmer,OBC (Woman),good,ramsar,jhakdo ka tala,jakhron ka tala,ramsar,barmer,0.106715507,good,good
9703,barmer,OBC (Woman),good,sindhari,lukho ki dhani,koshle ki dhani,dhorimanna,barmer,0.106715507,bad,good
6122,barmer,OBC,bad,barmer,motiyaniyo ka tla,motiyoniyon ka tala,barmer,barmer,0.10371517,good,good
6006,barmer,General,good,ramsar,hathama,hathma,ramsar,barmer,0.103174603,good,good
6146,barmer,General,good,dhanaau,rabsar,rabasar,dhanaau,barmer,0.103174603,good,good
6183,barmer,General (Woman),good,gida,santara,santra,gida,barmer,0.103174603,good,good
6217,barmer,General (Woman),good,gadraroad,sundara,sundra,gadraroad,barmer,0.103174603,good,good
5885,barmer,ST (Woman),good,samdari,ambo ka baada,ambon ka bara,samdari,barmer,0.102564103,good,good
9667,barmer,OBC,bad,shrimahaveer ji,laxmipura (r),laxmipura,sheo,barmer,0.102564103,bad,good
9891,barmer,OBC (Woman),good,chohtan,mukane ka tla,mukne ka tala,dhanaau,barmer,0.102564103,bad,good
8828,barmer,SC (Woman),bad,bagora,dudwa malinath,doodhwa mallinath,pachpadra,barmer,0.102240896,bad,good
5933,barmer,OBC,good,dhorimanna,bhilo ki dhani kala,bhilon ki dhani kalan,dhorimanna,barmer,0.10192147,good,good
9076,barmer,General,bad,shrimahaveer ji,hathi singh ka gaon,hathisingh ka gaon,sheo,barmer,0.100877193,bad,good
10472,barmer,OBC,good,chohtan,saniyo ka tla,saiyon ka tala,baytoo,barmer,0.100732601,bad,good
10143,barmer,SC,bad,galiyakot,panchrla,pancharla,sedwa,barmer,0.099537037,good,good
10184,barmer,General (Woman),bad,phooliya kalan,payla kla,payla kalan,sindhari,barmer,0.097643098,good,good
6167,barmer,SC,good,chohtan,rb ki gafan,arbi ki gafan,chohtan,barmer,0.096736597,good,good
10134,barmer,General,bad,phooliya kalan,panayla khurd,payla khurd,sindhari,barmer,0.096736597,good,good
8689,barmer,OBC (Woman),bad,karanpur,devriya,deoriya,pachpadra,barmer,0.095238095,good,good
9434,barmer,General,bad,aau,khanoda,khanora,pachpadra,barmer,0.095238095,good,good
5901,barmer,General,bad,sedwa,bamdala,bamarla,sedwa,barmer,0.095238095,good,good
5927,barmer,General (Woman),bad,barmer,bharkha,bhadkha,barmer,barmer,0.095238095,good,good
5970,barmer,General,good,siwana,devandi,dewandi,siwana,barmer,0.095238095,good,good
6114,barmer,General,good,barmer,meethda,meethra,barmer,barmer,0.095238095,good,good
6184,barmer,ST,good,chohtan,sanvlor,sanwlor,chohtan,barmer,0.095238095,good,good
7368,barmer,SC (Woman),good,siwana,kathadi,kathari,siwana,barmer,0.095238095,good,good
9050,barmer,SC (Woman),bad,barmer,hajaniyo ki dhani,talbaniyo ki dhani,sindhari,barmer,0.094771242,good,good
5946,barmer,General (Woman),good,dhorimanna,borcharanan,bor charnan,dhorimanna,barmer,0.093939394,good,good
6086,barmer,SC,good,dhanaau,krishna ka tala (b),krishan ka tala,dhanaau,barmer,0.092397661,good,good
9282,barmer,OBC (Woman),bad,shrimahaveer ji,junejo ki basti,jonejo ki basti,sheo,barmer,0.092063492,good,good
8580,barmer,General,bad,shrimahaveer ji,chochara,chochra,sheo,barmer,0.089285714,good,good
9346,barmer,General (Woman),bad,karanpur,kankrla,kankrala,pachpadra,barmer,0.089285714,good,good
9993,barmer,General,bad,aau,navatla,navatala,pachpadra,barmer,0.089285714,good,good
10453,barmer,General (Woman),bad,aau,sambhara,sambhra,pachpadra,barmer,0.089285714,good,good
5959,barmer,General (Woman),good,baytoo,chokhala,chokhla,baytoo,barmer,0.089285714,good,good
6177,barmer,General (Woman),good,samdari,samdari,samadari,samdari,barmer,0.089285714,good,good
6191,barmer,General (Woman),good,sindhari,sarnao ka tala,samdaron ka tala,sindhari,barmer,0.089285714,good,good
6267,barmer,General,good,gadraroad,bandhra,bandhara,gadraroad,barmer,0.089285714,good,good
5874,barmer,SC (Woman),good,dhorimanna,aalamsar khurd,alamsar khurd,dhorimanna,barmer,0.087912088,good,good
7961,barmer,General,bad,bagora,aakdli baksiram,akarli bakshiram,pachpadra,barmer,0.087698413,good,good
6067,barmer,General (Woman),good,gida,kharda bharat singh,kharada bharat singh,gida,barmer,0.086842105,good,good
9902,barmer,General,bad,barmer,mundo ki dhani,hudon ki dhani,baytoo,barmer,0.086080586,good,good
6227,barmer,ST,good,samdari,thakarkheda,thakar khera,samdari,barmer,0.085858586,good,good
9442,barmer,General,bad,gangadtalai,khardi berry,khardi beri,gudha malani,barmer,0.085858586,good,good
5922,barmer,SC,good,siwana,bhagwa raghunathgarh,bhagwa raghunathpura,siwana,barmer,0.085185185,good,good
7994,barmer,SC,bad,phooliya kalan,ad manji,ed manji,sindhari,barmer,0.083333333,good,good
8080,barmer,General (Woman),good,chohtan,bachhdau,bachhrau,dhanaau,barmer,0.083333333,good,good
9293,barmer,General,bad,phooliya kalan,kadanadi,kadanari,sindhari,barmer,0.083333333,good,good
9992,barmer,General,bad,galiyakot,navapura,nayapura,pachpadra,barmer,0.083333333,good,good
10314,barmer,SC,bad,phooliya kalan,ramdevra,ramdeora,sindhari,barmer,0.083333333,good,good
10483,barmer,OBC,bad,galiyakot,sanvlasi,sanwlasi,sedwa,barmer,0.083333333,good,good
5915,barmer,OBC (Woman),good,siwana,beranadi,beranari,siwana,barmer,0.083333333,good,good
6014,barmer,SC,good,baytoo,jaangao ki dhani,janguon ki dhani,baytoo,barmer,0.083333333,good,good
6091,barmer,OBC (Woman),bad,sedwa,lakdasar,lakrasar,sedwa,barmer,0.083333333,good,good
6139,barmer,General (Woman),good,baytoo,panawada,panawara,baytoo,barmer,0.083333333,good,good
6141,barmer,OBC,good,siwana,panu,paun,siwana,barmer,0.083333333,good,good
6116,barmer,SC (Woman),good,dhorimanna,megvalo ka tala,meghwalon ka tala,dhorimanna,barmer,0.081045752,good,good
5984,barmer,General (Woman),good,dhorimanna,dudiya kalan,doodiya kalan,dhorimanna,barmer,0.079059829,good,good
6121,barmer,General,good,gudha malani,mokhav khurd,mokhawa khurd,gudha malani,barmer,0.079059829,good,good
6246,barmer,General (Woman),good,gida,sawau mulraj,sawau moolraj,gida,barmer,0.079059829,good,good
6169,barmer,OBC (Woman),good,gadraroad,rohidala,rohidaala,gadraroad,barmer,0.078703704,good,good
8920,barmer,General (Woman),bad,galiyakot,gangasra,gangasara,barmer,barmer,0.078703704,good,good
6131,barmer,General,good,dhanaau,navatala rathodan,nawatala rathoran,dhanaau,barmer,0.078431373,good,good
5890,barmer,SC,good,sindhari,arniyali mahechan,ariniyali mahechan,sindhari,barmer,0.077342048,good,good
8854,barmer,General,bad,phooliya kalan,ed sindhri,ed - sindhari,sindhari,barmer,0.076923077,good,good
5886,barmer,General (Woman),good,dhanaau,ami mohamed shah ki basti,ami mohmmad shahki basti,dhanaau,barmer,0.07678744,good,good
8659,barmer,OBC (Woman),good,chohtan,deluo ka tla,deluon ka tala,dhanaau,barmer,0.075396825,good,good
6193,barmer,General,good,gida,sawau padansingh,sawau padamsingh,gida,barmer,0.075,good,good
6136,barmer,OBC,good,ramsar,padaiya,padhariya,ramsar,barmer,0.074074074,good,good
6196,barmer,General,good,baytoo,sevniyala,seoniyala,baytoo,barmer,0.074074074,good,good
6209,barmer,General,good,baytoo,singodiya,singoriya,baytoo,barmer,0.074074074,good,good
8314,barmer,ST (Woman),bad,bagora,bhakhari kheda,bhakhri khera,pachpadra,barmer,0.073260073,good,good
6030,barmer,SC (Woman),good,chohtan,juna lakhwara,joona lakhwara,chohtan,barmer,0.073260073,good,good
6202,barmer,General,bad,sedwa,shobhala dsarshan,shobhala darsan,sedwa,barmer,0.07254902,good,good
8515,barmer,General (Woman),bad,bagora,chandesra,chandesara,pachpadra,barmer,0.07037037,good,good
8715,barmer,General,bad,karanpur,dhani sankhala,dhani shankhala,pachpadra,barmer,0.06984127,good,good
6187,barmer,OBC (Woman),good,dhanaau,saranon ki nadi,sarnon ki nari,dhanaau,barmer,0.068253968,good,good
6192,barmer,General (Woman),good,dhanaau,sarupe ka tala,saroope ka tala,dhanaau,barmer,0.068253968,good,good
6197,barmer,General (Woman),good,sindhari,sevron ki dhani,seoren ki dhani,sindhari,barmer,0.068253968,good,good
5953,barmer,ST,bad,barmer,chaw,chawa,barmer,barmer,0.066666667,good,good
6039,barmer,SC (Woman),good,dhorimanna,kaoja,koja,dhorimanna,barmer,0.066666667,good,good
6132,barmer,General (Woman),good,gudha malani,naya nagar,naya nager,gudha malani,barmer,0.066666667,good,good
6134,barmer,General (Woman),good,dhorimanna,nedinadi,nehdi nadi,dhorimanna,barmer,0.066666667,good,good
7999,barmer,General (Woman),bad,gangadtalai,adele,adel,sindhari,barmer,0.066666667,good,good
8010,barmer,General,bad,shrimahaveer ji,akali,aakli,sheo,barmer,0.066666667,good,good
8809,barmer,General (Woman),bad,karanpur,doli kalan,doli kalla,pachpadra,barmer,0.066666667,good,good
9580,barmer,General (Woman),bad,phooliya kalan,koslu,kolu,baytoo,barmer,0.066666667,good,good
6237,barmer,ST (Woman),good,gida,chimoniyon ka dhani,chimoniyon ki dhani,gida,barmer,0.062865497,good,good
6072,barmer,OBC (Woman),good,samdari,khejadiyali,khejariyali,samdari,barmer,0.060606061,good,good
9916,barmer,General,bad,aau,naboda bera,nawoda bera,pachpadra,barmer,0.060606061,good,good
9363,barmer,SC,bad,aau,kanwarli surajbera ®,kanwarli suraj bera,pachpadra,barmer,0.060526316,good,good
6235,barmer,SC,good,dhanaau,zaaniyon ki basti,janiyon ki basti,dhanaau,barmer,0.06004902,good,good
5871,barmer,SC (Woman),good,gadraroad,aachraniyon ki dhoni,acharaniyon ki dhani,gadraroad,barmer,0.059649123,good,good
6218,barmer,General (Woman),good,barmer,sura charan,sura charnan,barmer,barmer,0.058080808,good,good
5878,barmer,General (Woman),bad,barmer,adarsh chava,adarsh chawa,barmer,barmer,0.055555556,good,good
5880,barmer,SC,bad,sedwa,adarsh kekar,adarsh kekad,sedwa,barmer,0.055555556,good,good
5910,barmer,General (Woman),good,barmer,barmer aagor,barmer agore,barmer,barmer,0.055555556,good,good
6117,barmer,General (Woman),good,dhorimanna,mehalu,mehlu,dhorimanna,barmer,0.055555556,good,good
6206,barmer,General (Woman),good,samdari,silor,silore,samdari,barmer,0.055555556,good,good
7430,barmer,General,good,dhanaau,sanwai,sanwa,dhanaau,barmer,0.055555556,good,good
8738,barmer,General (Woman),bad,shrimahaveer ji,dharvi khurd,dharwi khurd,sheo,barmer,0.055555556,good,good
8092,barmer,SC (Woman),bad,galiyakot,badha,bandha,sedwa,barmer,0.055555556,good,good
8561,barmer,General (Woman),bad,gangadtalai,chhotu,chotu,gudha malani,barmer,0.055555556,good,good
8827,barmer,General (Woman),bad,bagora,dudwa,dudhwa,pachpadra,barmer,0.055555556,good,good
9114,barmer,General (Woman),good,chohtan,ishrol,isrol,dhanaau,barmer,0.055555556,good,good
10018,barmer,General,bad,karanpur,newari,newai,pachpadra,barmer,0.055555556,good,good
10266,barmer,SC,bad,shrimahaveer ji,raatri,ratri,samdari,barmer,0.055555556,good,good
5911,barmer,SC (Woman),good,barmer,barmer gaadan,barmer gadan,barmer,barmer,0.053418803,good,good
5958,barmer,SC (Woman),good,chohtan,chohtan agore,chohtan aagor,chohtan,barmer,0.051282051,good,good
6073,barmer,General,good,gida,khokar purv,khokhsar purv,gida,barmer,0.051282051,good,good
6164,barmer,OBC,good,gadraroad,ratredi kalan,ratreri kalan,gadraroad,barmer,0.051282051,good,good
5974,barmer,SC (Woman),bad,barmer,dhanne ka tla,dhanne ka tala,barmer,barmer,0.049450549,good,good
5875,barmer,General,good,chohtan,aantiya,antiya,chohtan,barmer,0.047619048,good,good
5884,barmer,General (Woman),good,gudha malani,alapura,aalpura,gudha malani,barmer,0.047619048,good,good
5931,barmer,General (Woman),good,gudha malani,bhenada,bhedana,gudha malani,barmer,0.047619048,good,good
5987,barmer,SC,good,gudha malani,gaadevi,gadevi,gudha malani,barmer,0.047619048,good,good
5995,barmer,SC (Woman),good,chohtan,ghonia,ghoniya,chohtan,barmer,0.047619048,good,good
6013,barmer,OBC,good,dhanaau,itadia,itadiya,dhanaau,barmer,0.047619048,good,good
6050,barmer,General (Woman),good,chohtan,kelnor,kelnore,chohtan,barmer,0.047619048,good,good
6060,barmer,ST,good,siwana,khankhi,kankhi,siwana,barmer,0.047619048,good,good
6100,barmer,SC (Woman),good,gida,madoo ki dhani,madon ki dhani,gida,barmer,0.047619048,good,good
6113,barmer,OBC,good,dhorimanna,mayo ka tala,maiyon ka tala,dhorimanna,barmer,0.047619048,good,good
6230,barmer,OBC,good,sindhari,unchiya,uchiya,sindhari,barmer,0.047619048,good,good
6243,barmer,General (Woman),good,gida,punion ka tala,puniyo ka tala,gida,barmer,0.047619048,good,good
8109,barmer,General (Woman),bad,aau,badnawa jageer,barnawa jageer,pachpadra,barmer,0.047619048,good,good
8861,barmer,General (Woman),bad,galiyakot,faglia,fagliya,sedwa,barmer,0.047619048,good,good
8941,barmer,OBC,bad,karanpur,ghadoi charnan,gharoi charnan,pachpadra,barmer,0.047619048,good,good
9437,barmer,SC (Woman),bad,aau,kharadi,kharad,dhorimanna,barmer,0.047619048,good,good
9551,barmer,General,bad,bagora,kitanod,kitnod,pachpadra,barmer,0.047619048,good,good
6108,barmer,OBC (Woman),bad,barmer,mangne ki dhani,magne ki dhani,barmer,barmer,0.046031746,good,good
6110,barmer,OBC (Woman),good,gida,manpura kharada,manpura kharda,gida,barmer,0.046031746,good,good
6140,barmer,General (Woman),bad,sedwa,pandhi ka nivan,pandhi ka niwan,sedwa,barmer,0.044444444,good,good
6176,barmer,SC (Woman),good,samdari,samdadi station,samdari station,samdari,barmer,0.044444444,good,good
5903,barmer,General (Woman),good,samdari,bamseen,baamseen,samdari,barmer,0.041666667,good,good
5919,barmer,General (Woman),good,barmer,bhadres,bhadresh,barmer,barmer,0.041666667,good,good
5939,barmer,General,good,dhanaau,bijasar,binjasar,dhanaau,barmer,0.041666667,good,good
6054,barmer,SC,good,gudha malani,khadali,khadaali,gudha malani,barmer,0.041666667,good,good
6056,barmer,General (Woman),good,gadraroad,khalife ki baodi,khalife ki baori,gadraroad,barmer,0.041666667,good,good
6214,barmer,OBC,bad,sedwa,somardi,somaradi,sedwa,barmer,0.041666667,good,good
8042,barmer,OBC (Woman),bad,gangadtalai,ankhiya,ankhiyan,gudha malani,barmer,0.041666667,good,good
8502,barmer,General (Woman),bad,karanpur,chacharlai kalan,chacharlai kalla,pachpadra,barmer,0.041666667,good,good
10153,barmer,General,bad,galiyakot,panoria,panoriya,sedwa,barmer,0.041666667,good,good
10792,barmer,OBC (Woman),bad,karanpur,thumbali,thumbli,pachpadra,barmer,0.041666667,good,good
6149,barmer,SC,good,barmer,ramderia,ramderiya,barmer,barmer,0.037037037,good,good
8157,barmer,General,bad,karanpur,balaujati,balau jati,pachpadra,barmer,0.033333333,good,good
8845,barmer,General,bad,aau,durgapura,dhurgapura,pachpadra,barmer,0.033333333,good,good
9445,barmer,OBC (Woman),bad,aau,khari nadi,kharinadi,pachpadra,barmer,0.033333333,good,good
9837,barmer,General,bad,bagora,mewanagar,mewa nagar,pachpadra,barmer,0.033333333,good,good
5904,barmer,SC (Woman),good,sindhari,banda nada,bandanada,sindhari,barmer,0.033333333,good,good
5988,barmer,General (Woman),good,gadraroad,gadraroad,gadra road,gadraroad,barmer,0.033333333,good,good
6055,barmer,OBC,good,siwana,khakarlai,khakharlai,siwana,barmer,0.033333333,good,good
6145,barmer,SC,good,gudha malani,punjaberi,punja beri,gudha malani,barmer,0.033333333,good,good
6224,barmer,General,good,gadraroad,tanumanji,tanuman ji,gadraroad,barmer,0.033333333,good,good
6001,barmer,General (Woman),good,gudha malani,gudamalani,gudhamalani,gudha malani,barmer,0.03030303,good,good
6143,barmer,OBC,good,gida,patali nadi,patalinadi,gida,barmer,0.03030303,good,good
5925,barmer,General,good,gudha malani,bhankharpura,bhakharpura,gudha malani,barmer,0.027777778,good,good
6098,barmer,General,good,gudha malani,lunwajageer,lunwa jageer,gudha malani,barmer,0.027777778,good,good
7996,barmer,OBC,bad,gangadtalai,adarsh aadel,adarsh adel,sindhari,barmer,0.027777778,good,good
8739,barmer,General (Woman),bad,shrimahaveer ji,dharvikalan,dharvi kalan,sheo,barmer,0.027777778,good,good
8983,barmer,General (Woman),bad,bagora,gol station,gole station,pachpadra,barmer,0.027777778,good,good
9204,barmer,OBC,bad,aau,jawaharpura,jawahar pura,pachpadra,barmer,0.027777778,good,good
6031,barmer,OBC,good,barmer,juna patrasar,junapatrasar,barmer,barmer,0.025641026,good,good
6097,barmer,OBC,good,dhorimanna,lolon ki beri,lolo ki beri,dhorimanna,barmer,0.025641026,good,good
6138,barmer,ST (Woman),good,ramsar,padhi ka par,pandhi ka par,ramsar,barmer,0.025641026,good,good
6151,barmer,General (Woman),good,gudha malani,ramji ka goal,ramji ka gol,gudha malani,barmer,0.025641026,good,good
6226,barmer,General (Woman),good,chohtan,taratara math,tarataramath,chohtan,barmer,0.025641026,good,good
8810,barmer,ST,bad,karanpur,doli rajguran,doli rajgura,pachpadra,barmer,0.025641026,good,good
5881,barmer,SC (Woman),good,barmer,adarsh undkhan,adarsh undkha,barmer,barmer,0.023809524,good,good
5947,barmer,General (Woman),good,dhanaau,burhan ka tala,buran ka tala,dhanaau,barmer,0.023809524,good,good
6009,barmer,OBC,good,chohtan,hoondo ka tala,hoodo ka tala,chohtan,barmer,0.023809524,good,good
6157,barmer,General,good,dhorimanna,ranasar kalan,ranasar kallan,dhorimanna,barmer,0.023809524,good,good
6158,barmer,General (Woman),good,samdari,rani deshipura,rani desipura,samdari,barmer,0.023809524,good,good
8773,barmer,ST,bad,gangadtalai,dholpalia nada,dholpaliya nada,gudha malani,barmer,0.022222222,good,good
6188,barmer,General (Woman),bad,barmer,saranu chimanji,sarnu chimanji,barmer,barmer,0.022222222,good,good
8642,barmer,General,bad,aau,daukiyo ka tala,daukiyon ka tala,pachpadra,barmer,0.020833333,good,good
10265,barmer,OBC (Woman),bad,shrimahaveer ji,raaneji ki basti,raneji ki basti,sheo,barmer,0.020833333,good,good
6194,barmer,SC,good,barmer,sejuaon ki dhani,sejuon ki dhani,barmer,barmer,0.020833333,good,good
5920,barmer,General,good,dhorimanna,bhagbhera ki beri,bhagbhare ki beri,dhorimanna,barmer,0.019607843,good,good
