,District,CategoryOfGramPanchyat,manual,new_subdistrict,NameOfGramPanchyat.x,NameOfGramPanchyat.y,Subdistrict_Name_LGD,District_Name_LGD,dist,quality_auto,quality_manu
6205,barmer,General,good,gudha malani,sidhaswa harniyan,sindhaswa harniyan,gudha malani,barmer,0.018518519,good,good
10474,barmer,General,bad,aau,sanjiyali roopji rajaberi,sajiyali roopji rajaberi,pachpadra,barmer,0.013333333,good,good
1410,barmer,ST,bad,sedwa,bhanwar,bhanwar,sedwa,barmer,0,good,good
5877,barmer,General (Woman),good,ramsar,abhe ka par,abhe ka par,ramsar,barmer,0,good,good
5882,barmer,General,good,samdari,ajeet,ajeet,samdari,barmer,0,good,good
5883,barmer,General (Woman),good,baytoo,akdara,akdara,baytoo,barmer,0,good,good
5887,barmer,SC,good,dhorimanna,andaniyon ki dhani,andaniyon ki dhani,dhorimanna,barmer,0,good,good
5888,barmer,SC (Woman),good,siwana,arjiyana,arjiyana,siwana,barmer,0,good,good
5889,barmer,General (Woman),good,dhorimanna,arniyali,arniyali,dhorimanna,barmer,0,good,good
5891,barmer,General (Woman),good,ramsar,babuguleriya,babuguleriya,ramsar,barmer,0,good,good
5894,barmer,General,good,baytoo,baitu bhopji,baitu bhopji,baytoo,barmer,0,good,good
5895,barmer,General,good,baytoo,baitu chimanji,baitu chimanji,baytoo,barmer,0,good,good
5896,barmer,General,good,baytoo,baitu panji,baitu panji,baytoo,barmer,0,good,good
5897,barmer,General (Woman),good,barmer,balau,balau,barmer,barmer,0,good,good
5898,barmer,General,good,barmer,balera,balera,barmer,barmer,0,good,good
5899,barmer,General,good,gadraroad,balewa,balewa,gadraroad,barmer,0,good,good
5900,barmer,General (Woman),good,sindhari,bamani,bamani,sindhari,barmer,0,good,good
5905,barmer,ST (Woman),good,gadraroad,bandasar,bandasar,gadraroad,barmer,0,good,good
5906,barmer,General (Woman),bad,barmer,bandra,bandra,barmer,barmer,0,good,good
5907,barmer,SC,good,barmer,bankalpura,bankalpura,barmer,barmer,0,good,good
5908,barmer,General (Woman),good,gudha malani,banta,banta,gudha malani,barmer,0,good,good
5909,barmer,ST,good,gudha malani,barasan,barasan,gudha malani,barmer,0,good,good
5912,barmer,OBC,good,ramsar,basra,basra,ramsar,barmer,0,good,good
5913,barmer,General,good,baytoo,batadu,batadu,baytoo,barmer,0,good,good
5914,barmer,General (Woman),good,gadraroad,beejawal,beejawal,gadraroad,barmer,0,good,good
5916,barmer,General (Woman),good,gudha malani,berigaon,berigaon,gudha malani,barmer,0,good,good
5917,barmer,General,bad,barmer,beriwala tala,beriwala tala,barmer,barmer,0,good,good
5918,barmer,General (Woman),good,ramsar,bhachbhar,bhachbhar,ramsar,barmer,0,good,good
5921,barmer,ST,good,siwana,bhagwa,bhagwa,siwana,barmer,0,good,good
5923,barmer,General,good,dhorimanna,bhalikhal,bhalikhal,dhorimanna,barmer,0,good,good
5924,barmer,General (Woman),good,dhorimanna,bhalisar,bhalisar,dhorimanna,barmer,0,good,good
5928,barmer,OBC (Woman),good,sindhari,bhata,bhata,sindhari,barmer,0,good,good
5929,barmer,General (Woman),good,baytoo,bheemda,bheemda,baytoo,barmer,0,good,good
5932,barmer,General (Woman),bad,sedwa,bherudi,bherudi,sedwa,barmer,0,good,good
5936,barmer,General,good,chohtan,bhojariya,bhojariya,chohtan,barmer,0,good,good
5937,barmer,SC (Woman),good,baytoo,bhojasar,bhojasar,baytoo,barmer,0,good,good
5938,barmer,General (Woman),bad,barmer,bhurtiya,bhurtiya,barmer,barmer,0,good,good
5940,barmer,General,good,chohtan,bijrad,bijrad,chohtan,barmer,0,good,good
5941,barmer,OBC,good,sindhari,bilasar,bilasar,sindhari,barmer,0,good,good
5943,barmer,General,good,barmer,bola,bola,barmer,barmer,0,good,good
5944,barmer,General,good,dhorimanna,bool,bool,dhorimanna,barmer,0,good,good
5948,barmer,General (Woman),good,ramsar,chadar madrup,chadar madrup,ramsar,barmer,0,good,good
5949,barmer,General,good,ramsar,chadi,chadi,ramsar,barmer,0,good,good
5950,barmer,General (Woman),good,sindhari,chado ki dhani,chado ki dhani,sindhari,barmer,0,good,good
5952,barmer,OBC,good,dhorimanna,chainpura,chainpura,dhorimanna,barmer,0,good,good
5954,barmer,SC,good,gadraroad,chetrodi,chetrodi,gadraroad,barmer,0,good,good
5955,barmer,General (Woman),good,baytoo,chhitar ka par,chhitar ka par,baytoo,barmer,0,good,good
5956,barmer,OBC (Woman),good,gida,chidiya,chidiya,gida,barmer,0,good,good
5957,barmer,General,good,chohtan,chohtan,chohtan,chohtan,barmer,0,good,good
5960,barmer,OBC,good,gudha malani,dabad,dabad,gudha malani,barmer,0,good,good
5961,barmer,OBC (Woman),bad,barmer,dablisara,dablisara,barmer,barmer,0,good,good
5962,barmer,General,good,dhorimanna,daboi,daboi,dhorimanna,barmer,0,good,good
5963,barmer,General,good,sindhari,dandali,dandali,sindhari,barmer,0,good,good
5965,barmer,OBC,good,gida,danpura,danpura,gida,barmer,0,good,good
5967,barmer,General (Woman),good,chohtan,dedusar,dedusar,chohtan,barmer,0,good,good
5968,barmer,General,good,ramsar,derasar,derasar,ramsar,barmer,0,good,good
5971,barmer,SC (Woman),good,gudha malani,devnagar,devnagar,gudha malani,barmer,0,good,good
5972,barmer,SC,good,gida,devpura urf gogasar,devpura urf gogasar,gida,barmer,0,good,good
5973,barmer,General,good,dhanaau,dhanau,dhanau,dhanaau,barmer,0,good,good
5975,barmer,General,good,chohtan,dharasar,dharasar,chohtan,barmer,0,good,good
5976,barmer,General (Woman),good,siwana,dharna,dharna,siwana,barmer,0,good,good
5977,barmer,General (Woman),good,siwana,dheera,dheera,siwana,barmer,0,good,good
5978,barmer,General (Woman),good,samdari,dhindas,dhindas,samdari,barmer,0,good,good
5979,barmer,General (Woman),good,chohtan,dhok,dhok,chohtan,barmer,0,good,good
5980,barmer,General,good,dhorimanna,dhorimanna,dhorimanna,dhorimanna,barmer,0,good,good
5982,barmer,SC (Woman),good,gadraroad,drabha,drabha,gadraroad,barmer,0,good,good
5983,barmer,General (Woman),good,barmer,dudaberi,dudaberi,barmer,barmer,0,good,good
5985,barmer,SC,bad,barmer,dudiyo ki dhani,dudiyo ki dhani,barmer,barmer,0,good,good
5986,barmer,SC (Woman),good,dhanaau,ekliya dhora,ekliya dhora,dhanaau,barmer,0,good,good
5989,barmer,General,good,ramsar,gagriya,gagriya,ramsar,barmer,0,good,good
5991,barmer,General,good,ramsar,gangala,gangala,ramsar,barmer,0,good,good
5992,barmer,OBC (Woman),bad,barmer,gangasara,gangasara,barmer,barmer,0,good,good
5993,barmer,General (Woman),good,barmer,garal,garal,barmer,barmer,0,good,good
5994,barmer,SC,good,ramsar,gardiya,gardiya,ramsar,barmer,0,good,good
5996,barmer,General (Woman),good,gadraroad,girab,girab,gadraroad,barmer,0,good,good
5997,barmer,SC (Woman),good,sindhari,godaron ka sara,godaron ka sara,sindhari,barmer,0,good,good
5998,barmer,General (Woman),good,dhorimanna,godaron ki beri,godaron ki beri,dhorimanna,barmer,0,good,good
5999,barmer,General (Woman),good,siwana,goliya,goliya,siwana,barmer,0,good,good
6000,barmer,OBC (Woman),good,chohtan,goliyar,goliyar,chohtan,barmer,0,good,good
6002,barmer,ST,good,barmer,gudisar,gudisar,barmer,barmer,0,good,good
6003,barmer,General,good,chohtan,gumane ka tala,gumane ka tala,chohtan,barmer,0,good,good
6004,barmer,General (Woman),bad,sedwa,harpaliya,harpaliya,sedwa,barmer,0,good,good
6005,barmer,General (Woman),good,gadraroad,harsani,harsani,gadraroad,barmer,0,good,good
6007,barmer,General,good,barmer,hathitala,hathitala,barmer,barmer,0,good,good
6008,barmer,General (Woman),good,baytoo,hemji ka tala,hemji ka tala,baytoo,barmer,0,good,good
6010,barmer,General (Woman),good,baytoo,hudon ki dhani,hudon ki dhani,baytoo,barmer,0,good,good
6011,barmer,General,good,siwana,indrana,indrana,siwana,barmer,0,good,good
6012,barmer,General (Woman),good,dhanaau,itada,itada,dhanaau,barmer,0,good,good
6016,barmer,OBC (Woman),good,chohtan,jaisar,jaisar,chohtan,barmer,0,good,good
6017,barmer,General (Woman),good,gadraroad,jaisindhar gaon,jaisindhar gaon,gadraroad,barmer,0,good,good
6018,barmer,SC,good,gadraroad,jaisindhar station,jaisindhar station,gadraroad,barmer,0,good,good
6020,barmer,General (Woman),bad,barmer,jalipa,jalipa,barmer,barmer,0,good,good
6021,barmer,General (Woman),good,dhorimanna,jambhaji ka mandir,jambhaji ka mandir,dhorimanna,barmer,0,good,good
6022,barmer,General (Woman),bad,sedwa,janpaliya,janpaliya,sedwa,barmer,0,good,good
6023,barmer,General,good,barmer,jasai,jasai,barmer,barmer,0,good,good
6024,barmer,General (Woman),good,samdari,jethantari,jethantari,samdari,barmer,0,good,good
6026,barmer,OBC,good,baytoo,jhak,jhak,baytoo,barmer,0,good,good
6028,barmer,General,good,gadraroad,jhankali,jhankali,gadraroad,barmer,0,good,good
6029,barmer,OBC (Woman),good,baytoo,jogasar,jogasar,baytoo,barmer,0,good,good
6034,barmer,OBC,good,barmer,kagau,kagau,barmer,barmer,0,good,good
6036,barmer,ST,good,sindhari,kamthai,kamthai,sindhari,barmer,0,good,good
6038,barmer,General (Woman),good,ramsar,kantal ka par,kantal ka par,ramsar,barmer,0,good,good
6040,barmer,General (Woman),good,chohtan,kaprau,kaprau,chohtan,barmer,0,good,good
6042,barmer,OBC,good,gida,karaliya bera,karaliya bera,gida,barmer,0,good,good
6043,barmer,General (Woman),good,samdari,karmawas,karmawas,samdari,barmer,0,good,good
6044,barmer,General,good,sindhari,karna,karna,sindhari,barmer,0,good,good
6045,barmer,General,bad,sedwa,kartiya,kartiya,sedwa,barmer,0,good,good
6049,barmer,General (Woman),bad,sedwa,kekad,kekad,sedwa,barmer,0,good,good
6052,barmer,OBC,good,chohtan,kernada,kernada,chohtan,barmer,0,good,good
6053,barmer,General,good,gadraroad,khabdala,khabdala,gadraroad,barmer,0,good,good
6057,barmer,General,good,samdari,khandap,khandap,samdari,barmer,0,good,good
6058,barmer,OBC (Woman),good,gadraroad,khaniyani,khaniyani,gadraroad,barmer,0,good,good
6059,barmer,OBC,good,baytoo,khanji ka tala,khanji ka tala,baytoo,barmer,0,good,good
6061,barmer,General,good,sindhari,khara mahechan,khara mahechan,sindhari,barmer,0,good,good
6063,barmer,SC,good,dhorimanna,kharad,kharad,dhorimanna,barmer,0,good,good
6064,barmer,General (Woman),good,sindhari,kharantiya,kharantiya,sindhari,barmer,0,good,good
6065,barmer,General (Woman),good,gida,kharapar,kharapar,gida,barmer,0,good,good
6066,barmer,General,good,gadraroad,kharchi,kharchi,gadraroad,barmer,0,good,good
6068,barmer,General (Woman),good,dhorimanna,khari,khari,dhorimanna,barmer,0,good,good
6070,barmer,General,bad,barmer,khariya tala,khariya tala,barmer,barmer,0,good,good
6074,barmer,General,good,gida,khokhsar,khokhsar,gida,barmer,0,good,good
6075,barmer,General,good,gida,khokhsar paschim,khokhsar paschim,gida,barmer,0,good,good
6077,barmer,OBC,good,gadraroad,khudani,khudani,gadraroad,barmer,0,good,good
6078,barmer,General (Woman),bad,barmer,khudasa,khudasa,barmer,barmer,0,good,good
6079,barmer,General,good,dhorimanna,khume ki beri,khume ki beri,dhorimanna,barmer,0,good,good
6080,barmer,SC,good,dhanaau,kitnoriya,kitnoriya,dhanaau,barmer,0,good,good
6081,barmer,SC,good,dhorimanna,koliyana,koliyana,dhorimanna,barmer,0,good,good
6082,barmer,General (Woman),good,baytoo,kolu,kolu,baytoo,barmer,0,good,good
6083,barmer,ST (Woman),good,chohtan,konra vilayatshah,konra vilayatshah,chohtan,barmer,0,good,good
6085,barmer,SC,good,dhorimanna,kothala,kothala,dhorimanna,barmer,0,good,good
6087,barmer,General,bad,barmer,kudla,kudla,barmer,barmer,0,good,good
6088,barmer,General (Woman),good,siwana,kundal,kundal,siwana,barmer,0,good,good
6089,barmer,OBC,bad,sedwa,kundanpura,kundanpura,sedwa,barmer,0,good,good
6090,barmer,General,good,siwana,kuseep,kuseep,siwana,barmer,0,good,good
6092,barmer,SC,bad,barmer,lakhetali,lakhetali,barmer,barmer,0,good,good
6093,barmer,General,good,samdari,lalana,lalana,samdari,barmer,0,good,good
6094,barmer,OBC (Woman),good,barmer,langera,langera,barmer,barmer,0,good,good
6095,barmer,General (Woman),good,dhorimanna,loharwa,loharwa,dhorimanna,barmer,0,good,good
6096,barmer,General,good,sindhari,lohidi,lohidi,sindhari,barmer,0,good,good
6099,barmer,General,good,baytoo,madhasar,madhasar,baytoo,barmer,0,good,good
6101,barmer,SC,good,baytoo,madpura barwala,madpura barwala,baytoo,barmer,0,good,good
6102,barmer,ST,good,gadraroad,magra,magra,gadraroad,barmer,0,good,good
6103,barmer,OBC (Woman),good,barmer,mahabar,mahabar,barmer,barmer,0,good,good
6104,barmer,General,good,siwana,mahilawas,mahilawas,siwana,barmer,0,good,good
6105,barmer,OBC,good,samdari,majal,majal,samdari,barmer,0,good,good
6107,barmer,OBC,good,sindhari,manawas,manawas,sindhari,barmer,0,good,good
6109,barmer,General (Woman),good,dhorimanna,mangta,mangta,dhorimanna,barmer,0,good,good
6111,barmer,SC,bad,barmer,matasar,matasar,barmer,barmer,0,good,good
6112,barmer,OBC,good,chohtan,mate ka tala,mate ka tala,chohtan,barmer,0,good,good
6118,barmer,General,good,siwana,meli,meli,siwana,barmer,0,good,good
6119,barmer,General,good,chohtan,mithrau,mithrau,chohtan,barmer,0,good,good
6120,barmer,OBC,good,siwana,mokalsar,mokalsar,siwana,barmer,0,good,good
6126,barmer,General (Woman),good,gudha malani,nagar,nagar,gudha malani,barmer,0,good,good
6128,barmer,ST,good,siwana,nal,nal,siwana,barmer,0,good,good
6129,barmer,General,good,barmer,nand,nand,barmer,barmer,0,good,good
6130,barmer,OBC (Woman),good,baytoo,narsali nadi,narsali nadi,baytoo,barmer,0,good,good
6135,barmer,General,good,baytoo,nosar,nosar,baytoo,barmer,0,good,good
6142,barmer,OBC,good,gida,pareu,pareu,gida,barmer,0,good,good
6147,barmer,SC,good,samdari,rakhi,rakhi,samdari,barmer,0,good,good
6148,barmer,General,good,siwana,ramaniya,ramaniya,siwana,barmer,0,good,good
6150,barmer,OBC,good,chohtan,ramjan ki gafan,ramjan ki gafan,chohtan,barmer,0,good,good
6152,barmer,General,good,gudha malani,ramji ka gol phanta,ramji ka gol phanta,gudha malani,barmer,0,good,good
6153,barmer,OBC (Woman),good,samdari,rampura,rampura,samdari,barmer,0,good,good
6154,barmer,General,good,ramsar,ramsar,ramsar,ramsar,barmer,0,good,good
6156,barmer,General,good,gadraroad,ranasar,ranasar,gadraroad,barmer,0,good,good
6159,barmer,General,good,barmer,ranigaon,ranigaon,barmer,barmer,0,good,good
6160,barmer,OBC,good,gudha malani,ratanpura,ratanpura,gudha malani,barmer,0,good,good
6161,barmer,General,good,chohtan,ratasar,ratasar,chohtan,barmer,0,good,good
6163,barmer,General,good,gida,rateu,rateu,gida,barmer,0,good,good
6165,barmer,OBC (Woman),good,gadraroad,ravatsar,ravatsar,gadraroad,barmer,0,good,good
6166,barmer,General,bad,barmer,rawatsar,rawatsar,barmer,barmer,0,good,good
6168,barmer,General (Woman),good,gadraroad,redana,redana,gadraroad,barmer,0,good,good
6170,barmer,OBC,good,dhorimanna,rohila,rohila,dhorimanna,barmer,0,good,good
6171,barmer,General (Woman),bad,barmer,rohili,rohili,barmer,barmer,0,good,good
6172,barmer,OBC (Woman),good,gudha malani,roli,roli,gudha malani,barmer,0,good,good
6174,barmer,SC (Woman),good,ramsar,sajjan ka par,sajjan ka par,ramsar,barmer,0,good,good
6175,barmer,General (Woman),bad,sedwa,salariya,salariya,sedwa,barmer,0,good,good
6178,barmer,General (Woman),good,sindhari,samdaron ka tala,samdaron ka tala,sindhari,barmer,0,good,good
6179,barmer,General (Woman),good,chohtan,sanau,sanau,chohtan,barmer,0,good,good
6180,barmer,General,good,barmer,sanawara,sanawara,barmer,barmer,0,good,good
6181,barmer,General (Woman),bad,barmer,sanjata,sanjata,barmer,barmer,0,good,good
6182,barmer,General,good,sindhari,sanpa manji,sanpa manji,sindhari,barmer,0,good,good
6189,barmer,General,bad,sedwa,sarla,sarla,sedwa,barmer,0,good,good
6190,barmer,General,bad,barmer,sarli,sarli,barmer,barmer,0,good,good
6195,barmer,General (Woman),good,ramsar,setrau,setrau,ramsar,barmer,0,good,good
6198,barmer,General (Woman),good,samdari,sewali,sewali,samdari,barmer,0,good,good
6199,barmer,General (Woman),good,gadraroad,shahdad ka par,shahdad ka par,gadraroad,barmer,0,good,good
6200,barmer,OBC,bad,sedwa,sherpur,sherpur,sedwa,barmer,0,good,good
6201,barmer,General,bad,barmer,shivkar,shivkar,barmer,barmer,0,good,good
6203,barmer,General,good,dhanaau,shriramwala,shriramwala,dhanaau,barmer,0,good,good
6204,barmer,ST,good,gida,shyampura,shyampura,gida,barmer,0,good,good
6207,barmer,OBC (Woman),good,sindhari,sindhari charnan,sindhari charnan,sindhari,barmer,0,good,good
6208,barmer,General (Woman),good,siwana,siner,siner,siwana,barmer,0,good,good
6211,barmer,ST (Woman),bad,sedwa,sinhar,sinhar,sedwa,barmer,0,good,good
6216,barmer,OBC (Woman),good,dhorimanna,sudaberi,sudaberi,dhorimanna,barmer,0,good,good
6219,barmer,OBC (Woman),good,ramsar,surali,surali,ramsar,barmer,0,good,good
6221,barmer,General,good,dhanaau,talsar,talsar,dhanaau,barmer,0,good,good
6223,barmer,General,good,gadraroad,tamlor,tamlor,gadraroad,barmer,0,good,good
6228,barmer,General (Woman),good,siwana,thapan,thapan,siwana,barmer,0,good,good
6229,barmer,ST,good,dhorimanna,udasar,udasar,dhorimanna,barmer,0,good,good
6231,barmer,General (Woman),good,barmer,undkha,undkha,barmer,barmer,0,good,good
6232,barmer,General,good,chohtan,uparla,uparla,chohtan,barmer,0,good,good
6233,barmer,OBC,bad,barmer,vidasar,vidasar,barmer,barmer,0,good,good
6234,barmer,OBC,good,baytoo,virendra nagar,virendra nagar,baytoo,barmer,0,good,good
6238,barmer,General (Woman),good,gida,heera ki dhani,heera ki dhani,gida,barmer,0,good,good
6250,barmer,General,good,ramsar,khadeen,khadeen,ramsar,barmer,0,good,good
6325,barmer,General (Woman),bad,sedwa,chichadasar,chichadasar,sedwa,barmer,0,good,good
6326,barmer,OBC (Woman),bad,sedwa,gule ki beri,gule ki beri,sedwa,barmer,0,good,good
7609,barmer,General,good,samdari,sanwarda,sanwarda,samdari,barmer,0,good,good
8026,barmer,OBC,bad,phooliya kalan,amaliyala,amaliyala,gudha malani,barmer,0,good,good
8054,barmer,SC,bad,gangadtalai,arjun ki dhani,arjun ki dhani,gudha malani,barmer,0,good,good
8058,barmer,General (Woman),bad,galiyakot,arti,arti,sedwa,barmer,0,good,good
8059,barmer,General (Woman),bad,bagora,asada,asada,pachpadra,barmer,0,good,good
8119,barmer,SC (Woman),bad,aau,bagawas,bagawas,pachpadra,barmer,0,good,good
8147,barmer,General (Woman),bad,galiyakot,bakhasar,bakhasar,sedwa,barmer,0,good,good
8153,barmer,OBC,bad,shrimahaveer ji,balai,balai,sheo,barmer,0,good,good
8156,barmer,General,bad,shrimahaveer ji,balasar,balasar,sheo,barmer,0,good,good
8181,barmer,General (Woman),bad,gangadtalai,band,band,gudha malani,barmer,0,good,good
8190,barmer,SC,bad,aau,baniyawas,baniyawas,pachpadra,barmer,0,good,good
8222,barmer,General (Woman),bad,shrimahaveer ji,bariyada,bariyada,sheo,barmer,0,good,good
8261,barmer,SC (Woman),bad,galiyakot,bawarwala,bawarwala,sedwa,barmer,0,good,good
8300,barmer,General,bad,aau,bhagwanpura,bhagwanpura,pachpadra,barmer,0,good,good
8313,barmer,General (Woman),bad,aau,bhakarsar,bhakarsar,pachpadra,barmer,0,good,good
8316,barmer,OBC (Woman),bad,galiyakot,bhalgaon,bhalgaon,sedwa,barmer,0,good,good
8320,barmer,General (Woman),bad,gangadtalai,bhambhu nagar,bhambhu nagar,gudha malani,barmer,0,good,good
8326,barmer,OBC (Woman),bad,bagora,bhandiyawas,bhandiyawas,pachpadra,barmer,0,good,good
8338,barmer,General,bad,galiyakot,bhanwariya,bhanwariya,sedwa,barmer,0,good,good
8369,barmer,OBC,bad,bagora,bhimarlai,bhimarlai,pachpadra,barmer,0,good,good
8448,barmer,ST,good,chohtan,bisarniya,bisarniya,dhanaau,barmer,0,good,good
8464,barmer,SC,bad,galiyakot,boli,boli,sedwa,barmer,0,good,good
8570,barmer,General (Woman),bad,aau,chilanadi,chilanadi,pachpadra,barmer,0,good,good
8635,barmer,General (Woman),bad,phooliya kalan,darguda,darguda,sindhari,barmer,0,good,good
8769,barmer,General (Woman),bad,gangadtalai,dholanada,dholanada,gudha malani,barmer,0,good,good
